"Z_Ji_[14,1]","Z_Ji_[14,2]","Z_Ji_[14,3]","Z_Ji_[14,4]","Z_Ji_[14,5]","Z_Ji_[14,6]","Z_Ji_[14,7]","Z_Ji_[14,8]","Z_Ji_[14,9]","Z_Ji_[14,10]","Z_Ji_[14,11]","Z_Ji_[14,12]","Z_Ji_[14,13]","Z_Ji_[14,14]","Z_Ji_[14,15]","Z_Ji_[14,16]","Z_Ji_[14,17]","Z_Ji_[14,18]","Z_Ji_[14,19]","Z_Ji_[14,20]"
0.015730937,0.025665226,0.034800554,0.042876123,0.049684751,0.055081357,0.058987215,0.061389858,0.062338956,0.061938712,0.060337619,0.057716533,0.054276078,0.050224319,0.045765524,0.041090678,0.036370132,0.031748549,0.027342177,0.023238226
0.015700549,0.025616697,0.034736888,0.042801192,0.049603004,0.054997494,0.058905853,0.061315233,0.062274659,0.061887504,0.06030132,0.057695988,0.054271203,0.050234204,0.045788588,0.04112485,0.036413042,0.031797712,0.02739516,0.02329278
0.015670273,0.025568342,0.034673442,0.042726506,0.049521504,0.054913856,0.058824678,0.061240736,0.062210423,0.061836285,0.060264938,0.057675297,0.054266127,0.050243849,0.04581139,0.041158753,0.03645569,0.031846633,0.027447931,0.023347157
0.015640107,0.025520161,0.034610215,0.042652064,0.04944025,0.054830445,0.058743687,0.061166368,0.062146248,0.061785055,0.060228475,0.057654459,0.054260853,0.050253257,0.04583393,0.041192387,0.036498077,0.031895313,0.027500489,0.023401357
0.015610052,0.025472152,0.034547205,0.042577864,0.049359241,0.054747259,0.058662882,0.061092129,0.062082135,0.061733815,0.060191931,0.057633476,0.054255381,0.050262428,0.045856211,0.041225754,0.036540203,0.031943753,0.027552836,0.023455381
0.015580106,0.025424313,0.034484411,0.042503906,0.049278476,0.054664296,0.05858226,0.061018018,0.062018083,0.061682565,0.060155307,0.05761235,0.054249712,0.050271365,0.045878234,0.041258855,0.036582071,0.031991952,0.027604972,0.023509229
0.015550269,0.025376645,0.034421833,0.042430187,0.049197953,0.054581556,0.058501822,0.060944035,0.061954094,0.061631306,0.060118604,0.057591083,0.054243849,0.050280068,0.0459,0.041291691,0.03662368,0.032039912,0.027656896,0.0235629
0.015520541,0.025329146,0.034359468,0.042356707,0.049117671,0.054499038,0.058421567,0.06087018,0.061890167,0.06158004,0.060081824,0.057569674,0.054237793,0.050288539,0.045921511,0.041324264,0.036665033,0.032087634,0.02770861,0.023616395
0.015490921,0.025281816,0.034297317,0.042283464,0.04903763,0.054416742,0.058341494,0.060796453,0.061826303,0.061528766,0.060044968,0.057548126,0.054231546,0.050296779,0.045942767,0.041356575,0.036706129,0.032135117,0.027760113,0.023669713
0.015461408,0.025234652,0.034235377,0.042210458,0.048957828,0.054334665,0.058261604,0.060722854,0.061762501,0.061477485,0.060008036,0.057526441,0.054225108,0.050304791,0.045963771,0.041388624,0.036746969,0.032182363,0.027811406,0.023722856
0.015432001,0.025187656,0.034173647,0.042137686,0.048878263,0.054252808,0.058181894,0.060649382,0.061698763,0.061426199,0.059971029,0.057504618,0.054218481,0.050312575,0.045984524,0.041420414,0.036787555,0.032229372,0.02786249,0.023775822
0.015402701,0.025140824,0.034112127,0.042065149,0.048798936,0.054171169,0.058102365,0.060576038,0.061635089,0.061374907,0.05993395,0.05748266,0.054211667,0.050320133,0.046005026,0.041451945,0.036827888,0.032276145,0.027913364,0.023828612
0.015373505,0.025094157,0.034050816,0.041992844,0.048719844,0.054089748,0.058023016,0.060502821,0.061571478,0.06132361,0.059896797,0.057460567,0.054204666,0.050327466,0.04602528,0.041483218,0.036867968,0.032322683,0.02796403,0.023881227
0.015344415,0.025047654,0.033989711,0.041920771,0.048640987,0.054008543,0.057943846,0.06042973,0.061507931,0.061272309,0.059859574,0.057438341,0.054197481,0.050334576,0.046045287,0.041514235,0.036907797,0.032368986,0.028014487,0.023933665
0.015315429,0.025001313,0.033928813,0.041848928,0.048562363,0.053927554,0.057864856,0.060356767,0.061444448,0.061221005,0.059822279,0.057415984,0.054190113,0.050341464,0.046065047,0.041544996,0.036947375,0.032415054,0.028064735,0.023985928
0.015286546,0.024955135,0.033868119,0.041777314,0.048483972,0.05384678,0.057786043,0.06028393,0.061381029,0.061169698,0.059784915,0.057393496,0.054182563,0.050348131,0.046084563,0.041575504,0.036986703,0.03246089,0.028114776,0.024038015
0.015257767,0.024909117,0.033807629,0.041705928,0.048405812,0.05376622,0.057707409,0.060211219,0.061317675,0.061118388,0.059747483,0.057370878,0.054174832,0.05035458,0.046103836,0.041605758,0.037025782,0.032506492,0.02816461,0.024089926
0.01522909,0.024863259,0.033747343,0.041634769,0.048327882,0.053685873,0.057628952,0.060138635,0.061254386,0.061067077,0.059709983,0.057348132,0.054166921,0.05036081,0.046122866,0.041635761,0.037064614,0.032551862,0.028214236,0.024141662
0.015200514,0.024817561,0.033687258,0.041563836,0.048250182,0.053605739,0.057550671,0.060066177,0.061191162,0.061015765,0.059672416,0.057325259,0.054158833,0.050366824,0.046141656,0.041665513,0.037103198,0.032597001,0.028263655,0.024193223
0.01517204,0.024772021,0.033627373,0.041493128,0.04817271,0.053525815,0.057472567,0.059993845,0.061128004,0.060964453,0.059634784,0.057302261,0.054150569,0.050372624,0.046160206,0.041695015,0.037141537,0.032641909,0.028312869,0.024244608
0.015143667,0.024726638,0.033567688,0.041422642,0.048095465,0.053446102,0.057394638,0.059921638,0.06106491,0.060913141,0.059597086,0.057279137,0.054142129,0.050378209,0.046178519,0.041724269,0.03717963,0.032686587,0.028361876,0.024295818
0.015115394,0.024681412,0.033508202,0.04135238,0.048018446,0.053366599,0.057316885,0.059849557,0.061001883,0.060861829,0.059559325,0.05725589,0.054133515,0.050383582,0.046196594,0.041753276,0.037217479,0.032731035,0.028410678,0.024346854
0.015087221,0.024636342,0.033448913,0.041282338,0.047941652,0.053287305,0.057239305,0.059777601,0.060938921,0.060810519,0.059521501,0.057232521,0.054124728,0.050388745,0.046214434,0.041782037,0.037255085,0.032775254,0.028459275,0.024397714
0.015059146,0.024591426,0.033389821,0.041212517,0.047865082,0.053208219,0.0571619,0.059705771,0.060876026,0.060759211,0.059483615,0.057209031,0.05411577,0.050393697,0.046232039,0.041810553,0.037292448,0.032819245,0.028507667,0.0244484
0.015031171,0.024546665,0.033330924,0.041142914,0.047788735,0.053129339,0.057084668,0.059634065,0.060813197,0.060707906,0.059445667,0.05718542,0.054106642,0.050398442,0.046249412,0.041838825,0.03732957,0.032863009,0.028555854,0.024498911
0.015003293,0.024502057,0.033272222,0.04107353,0.04771261,0.053050666,0.057007609,0.059562484,0.060750434,0.060656603,0.059407659,0.05716169,0.054097345,0.050402979,0.046266552,0.041866854,0.037366451,0.032906545,0.028603838,0.024549248
0.014975512,0.024457601,0.033213713,0.041004362,0.047636705,0.052972199,0.056930722,0.059491027,0.060687738,0.060605304,0.059369591,0.057137843,0.05408788,0.050407311,0.046283463,0.041894641,0.037403092,0.032949855,0.028651618,0.02459941
0.014947829,0.024413297,0.033155396,0.040935411,0.047561021,0.052893936,0.056854007,0.059419695,0.060625108,0.060554009,0.059331465,0.057113878,0.054078249,0.050411438,0.046300143,0.041922188,0.037439495,0.03299294,0.028699194,0.024649398
0.014920242,0.024369143,0.033097271,0.040866674,0.047485555,0.052815877,0.056777463,0.059348487,0.060562546,0.060502719,0.059293281,0.057089798,0.054068453,0.050415362,0.046316596,0.041949496,0.03747566,0.0330358,0.028746568,0.024699212
0.01489275,0.02432514,0.033039336,0.04079815,0.047410308,0.052738021,0.056701089,0.059277403,0.060500051,0.060451434,0.05925504,0.057065604,0.054058493,0.050419084,0.046332822,0.041976565,0.037511588,0.033078435,0.02879374,0.024748852
0.014865355,0.024281285,0.032981591,0.04072984,0.047335277,0.052660367,0.056624886,0.059206443,0.060437623,0.060400155,0.059216743,0.057041295,0.054048371,0.050422606,0.046348822,0.042003397,0.037547279,0.033120847,0.028840709,0.024798319
0.014838053,0.024237579,0.032924034,0.04066174,0.047260462,0.052582915,0.056548852,0.059135606,0.060375262,0.060348882,0.059178391,0.057016875,0.054038087,0.050425928,0.046364598,0.042029993,0.037582736,0.033163036,0.028887477,0.024847612
0.014810846,0.024194021,0.032866664,0.040593852,0.047185863,0.052505663,0.056472987,0.059064893,0.06031297,0.060297616,0.059139985,0.056992343,0.054027643,0.050429052,0.046380151,0.042056353,0.037617958,0.033205003,0.028934044,0.024896731
0.014783733,0.024150609,0.032809481,0.040526173,0.047111477,0.052428611,0.056397291,0.058994302,0.060250745,0.060246357,0.059101524,0.0569677,0.054017039,0.05043198,0.046395482,0.04208248,0.037652947,0.033246748,0.02898041,0.024945677
0.014756713,0.024107343,0.032752483,0.040458702,0.047037304,0.052351757,0.056321762,0.058923835,0.060188588,0.060195106,0.059063011,0.056942949,0.054006278,0.050434712,0.046410592,0.042108374,0.037687703,0.033288272,0.029026576,0.024994451
0.014729786,0.024064223,0.032695671,0.040391439,0.046963343,0.052275102,0.056246401,0.05885349,0.060126499,0.060143863,0.059024446,0.056918089,0.053995361,0.05043725,0.046425482,0.042134036,0.037722228,0.033329576,0.029072542,0.025043051
0.014702951,0.024021247,0.032639041,0.040324382,0.046889593,0.052198645,0.056171207,0.058783268,0.060064478,0.060092628,0.058985829,0.056893122,0.053984287,0.050439594,0.046440154,0.042159467,0.037756522,0.03337066,0.029118308,0.025091479
0.014676208,0.023978414,0.032582595,0.040257531,0.046816054,0.052122384,0.056096179,0.058713168,0.060002526,0.060041403,0.058947162,0.056868048,0.05397306,0.050441747,0.046454609,0.042184668,0.037790586,0.033411525,0.029163875,0.025139734
0.014649556,0.023935725,0.03252633,0.040190884,0.046742723,0.052046318,0.056021317,0.05864319,0.059940642,0.059990188,0.058908446,0.05684287,0.053961679,0.050443709,0.046468848,0.042209641,0.037824421,0.033452171,0.029209244,0.025187816
0.014622995,0.023893177,0.032470246,0.040124441,0.046669601,0.051970448,0.055946621,0.058573334,0.059878827,0.059938983,0.05886968,0.056817587,0.053950147,0.050445481,0.046482872,0.042234386,0.037858028,0.0334926,0.029254414,0.025235727
0.014596524,0.023850771,0.032414342,0.0400582,0.046596686,0.051894772,0.055872089,0.058503599,0.059817081,0.059887788,0.058830867,0.056792201,0.053938463,0.050447066,0.046496682,0.042258905,0.037891408,0.033532812,0.029299387,0.025283465
0.014570143,0.023808506,0.032358617,0.039992161,0.046523978,0.051819289,0.055797721,0.058433986,0.059755404,0.059836605,0.058792005,0.056766712,0.05392663,0.050448463,0.04651028,0.042283198,0.037924561,0.033572808,0.029344162,0.025331032
0.014543852,0.023766381,0.03230307,0.039926322,0.046451474,0.051744,0.055723517,0.058364495,0.059693795,0.059785433,0.058753098,0.056741123,0.053914648,0.050449674,0.046523666,0.042307266,0.037957489,0.033612588,0.02938874,0.025378427
0.014517649,0.023724395,0.0322477,0.039860682,0.046379176,0.051668902,0.055649476,0.058295124,0.059632256,0.059734273,0.058714144,0.056715433,0.053902519,0.050450701,0.046536842,0.042331112,0.037990192,0.033652153,0.029433121,0.025425651
0.014491534,0.023682547,0.032192506,0.039795242,0.046307081,0.051593995,0.055575598,0.058225874,0.059570786,0.059683126,0.058675145,0.056689643,0.053890243,0.050451544,0.046549809,0.042354735,0.038022672,0.033691504,0.029477307,0.025472704
0.014465508,0.023640837,0.032137488,0.039729998,0.046235189,0.051519279,0.055501882,0.058156744,0.059509386,0.059631991,0.058636102,0.056663756,0.053877822,0.050452204,0.046562568,0.042378136,0.038054929,0.03373064,0.029521297,0.025519585
0.014439568,0.023599264,0.032082644,0.039664952,0.046163498,0.051444752,0.055428328,0.058087735,0.059448055,0.05958087,0.058597015,0.056637771,0.053865257,0.050452684,0.04657512,0.042401317,0.038086963,0.033769564,0.029565091,0.025566296
0.014413716,0.023557828,0.032027974,0.039600101,0.046092009,0.051370415,0.055354935,0.058018847,0.059386793,0.059529762,0.058557884,0.056611689,0.053852549,0.050452983,0.046587466,0.042424279,0.038118777,0.033808275,0.029608691,0.025612836
0.01438795,0.023516527,0.031973477,0.039535445,0.046020719,0.051296265,0.055281702,0.057950078,0.059325601,0.059478669,0.058518712,0.056585512,0.053839698,0.050453103,0.046599608,0.042447022,0.03815037,0.033846775,0.029652096,0.025659206
0.014362271,0.023475361,0.031919152,0.039470983,0.045949629,0.051222303,0.05520863,0.057881428,0.059264479,0.05942759,0.058479498,0.05655924,0.053826707,0.050453046,0.046611546,0.042469549,0.038181743,0.033885063,0.029695307,0.025705406
0.014336676,0.023434329,0.031864998,0.039406714,0.045878736,0.051148528,0.055135717,0.057812899,0.059203427,0.059376526,0.058440243,0.056532874,0.053813576,0.050452812,0.046623282,0.042491859,0.038212899,0.033923141,0.029738325,0.025751436
0.014311167,0.02339343,0.031811013,0.039342637,0.045808042,0.051074938,0.055062963,0.057744488,0.059142445,0.059325478,0.058400948,0.056506416,0.053800306,0.050452402,0.046634817,0.042513953,0.038243836,0.03396101,0.02978115,0.025797296
0.014285743,0.023352665,0.031757199,0.039278752,0.045737543,0.051001534,0.054990368,0.057676197,0.059081533,0.059274445,0.058361613,0.056479865,0.053786898,0.050451818,0.046646151,0.042535834,0.038274556,0.033998669,0.029823782,0.025842986
0.014260403,0.023312032,0.031703552,0.039215056,0.045667241,0.050928315,0.054917931,0.057608024,0.059020691,0.059223429,0.058322239,0.056453224,0.053773353,0.05045106,0.046657286,0.042557501,0.038305061,0.034036119,0.029866221,0.025888507
0.014235147,0.02327153,0.031650074,0.03915155,0.045597133,0.050855279,0.054845651,0.05753997,0.05895992,0.059172429,0.058282827,0.056426492,0.053759673,0.05045013,0.046668224,0.042578955,0.03833535,0.034073362,0.029908469,0.02593386
0.014209974,0.023231159,0.031596762,0.039088232,0.045527219,0.050782426,0.054773529,0.057472034,0.058899218,0.059121446,0.058243377,0.056399671,0.053745857,0.050449029,0.046678964,0.042600199,0.038365425,0.034110398,0.029950526,0.025979043
0.014184884,0.023190918,0.031543616,0.039025101,0.045457498,0.050709756,0.054701563,0.057404216,0.058838587,0.05907048,0.058203891,0.056372762,0.053731909,0.050447758,0.046689508,0.042621232,0.038395286,0.034147227,0.029992392,0.026024058
0.014159876,0.023150806,0.031490635,0.038962158,0.045387969,0.050637267,0.054629753,0.057336517,0.058778027,0.059019532,0.058164368,0.056345765,0.053717827,0.050446318,0.046699858,0.042642056,0.038424935,0.03418385,0.030034068,0.026068904
0.014134951,0.023110823,0.031437819,0.0388994,0.045318632,0.050564959,0.054558099,0.057268935,0.058717537,0.058968602,0.05812481,0.056318681,0.053703614,0.05044471,0.046710013,0.042662672,0.038454371,0.034220268,0.030075553,0.026113583
0.014110107,0.023070969,0.031385166,0.038836827,0.045249485,0.050492832,0.0544866,0.05720147,0.058657118,0.058917691,0.058085216,0.056291512,0.05368927,0.050442934,0.046719977,0.04268308,0.038483597,0.034256482,0.030116849,0.026158093
0.014085344,0.023031242,0.031332676,0.038774438,0.045180528,0.050420884,0.054415255,0.057134123,0.05859677,0.058866798,0.058045589,0.056264258,0.053674796,0.050440994,0.046729748,0.042703281,0.038512612,0.034292491,0.030157956,0.026202436
0.014060662,0.022991642,0.031280348,0.038712232,0.04511176,0.050349115,0.054344065,0.057066893,0.058536492,0.058815925,0.058005927,0.056236919,0.053660194,0.050438888,0.046739329,0.042723278,0.038541419,0.034328298,0.030198874,0.026246611
0.014036061,0.022952168,0.031228181,0.038650208,0.04504318,0.050277524,0.054273028,0.05699978,0.058476285,0.058765071,0.057966233,0.056209497,0.053645464,0.050436619,0.04674872,0.042743069,0.038570016,0.034363901,0.030239604,0.02629062
0.01401154,0.022912819,0.031176175,0.038588366,0.044974787,0.05020611,0.054202145,0.056932783,0.058416149,0.058714237,0.057926505,0.056181993,0.053630607,0.050434186,0.046757922,0.042762658,0.038598406,0.034399303,0.030280146,0.026334461
0.013987098,0.022873596,0.031124328,0.038526705,0.044906581,0.050134874,0.054131414,0.056865902,0.058356084,0.058663424,0.057886746,0.056154407,0.053615625,0.050431593,0.046766937,0.042782043,0.038626589,0.034434503,0.030320501,0.026378136
0.013962735,0.022834496,0.03107264,0.038465223,0.04483856,0.050063813,0.054060835,0.056799138,0.05829609,0.058612631,0.057846956,0.05612674,0.053600517,0.050428838,0.046775766,0.042801227,0.038654566,0.034469503,0.030360669,0.026421644
0.013938451,0.022795521,0.03102111,0.038403921,0.044770725,0.049992928,0.053990408,0.05673249,0.058236167,0.058561858,0.057807135,0.056098993,0.053585286,0.050425924,0.046784409,0.042820211,0.038682337,0.034504303,0.030400651,0.026464986
0.013914245,0.022756668,0.030969737,0.038342796,0.044703073,0.049922217,0.053920132,0.056665957,0.058176316,0.058511108,0.057767284,0.056071166,0.053569932,0.050422851,0.046792867,0.042838994,0.038709904,0.034538903,0.030440447,0.026508163
0.013890118,0.022717938,0.03091852,0.038281849,0.044635604,0.049851681,0.053850007,0.056599539,0.058116535,0.058460378,0.057727403,0.056043262,0.053554455,0.050419621,0.046801143,0.042857579,0.038737268,0.034573304,0.030480057,0.026551173
0.013866068,0.02267933,0.03086746,0.038221078,0.044568318,0.049781318,0.053780032,0.056533237,0.058056826,0.058409671,0.057687493,0.056015279,0.053538858,0.050416234,0.046809235,0.042875966,0.038764428,0.034607508,0.030519483,0.026594019
0.013842095,0.022640843,0.030816554,0.038160483,0.044501214,0.049711127,0.053710207,0.05646705,0.057997188,0.058358986,0.057647555,0.05598722,0.05352314,0.050412692,0.046817146,0.042894155,0.038791387,0.034641514,0.030558723,0.026636699
0.013818198,0.022602477,0.030765803,0.038100063,0.04443429,0.049641109,0.053640532,0.056400978,0.057937621,0.058308323,0.05760759,0.055959084,0.053507303,0.050408995,0.046824877,0.042912149,0.038818144,0.034675323,0.03059778,0.026679214
0.013794378,0.02256423,0.030715205,0.038039816,0.044367547,0.049571262,0.053571005,0.05633502,0.057878125,0.058257683,0.057567596,0.055930873,0.053491348,0.050405144,0.046832428,0.042929948,0.038844701,0.034708936,0.030636653,0.026721565
0.013770634,0.022526104,0.03066476,0.037979744,0.044300983,0.049501586,0.053501626,0.056269176,0.057818701,0.058207066,0.057527577,0.055902587,0.053475275,0.050401141,0.0468398,0.042947552,0.038871058,0.034742353,0.030675343,0.026763751
0.013746966,0.022488095,0.030614466,0.037919843,0.044234597,0.04943208,0.053432396,0.056203446,0.057759349,0.058156473,0.057487531,0.055874228,0.053459086,0.050396986,0.046846995,0.042964963,0.038897217,0.034775576,0.03071385,0.026805774
0.013723373,0.022450206,0.030564325,0.037860114,0.04416839,0.049362744,0.053363312,0.056137831,0.057700068,0.058105904,0.057447459,0.055845795,0.053442781,0.05039268,0.046854014,0.042982182,0.038923177,0.034808604,0.030752175,0.026847632
0.013699855,0.022412434,0.030514333,0.037800556,0.044102359,0.049293576,0.053294376,0.056072328,0.057640858,0.058055359,0.057407363,0.05581729,0.053426361,0.050388224,0.046860857,0.04299921,0.03894894,0.034841438,0.030790317,0.026889327
0.013676411,0.022374778,0.030464492,0.037741169,0.044036505,0.049224576,0.053225587,0.05600694,0.05758172,0.058004838,0.057367241,0.055788714,0.053409828,0.05038362,0.046867525,0.043016046,0.038974507,0.03487408,0.030828279,0.026930859
0.013653041,0.02233724,0.0304148,0.03768195,0.043970826,0.049155744,0.053156943,0.055941664,0.057522654,0.057954341,0.057327096,0.055760066,0.053393181,0.050378868,0.046874019,0.043032693,0.038999878,0.034906529,0.03086606,0.026972228
0.013629745,0.022299817,0.030365256,0.0376229,0.043905322,0.049087079,0.053088445,0.055876501,0.057463659,0.05790387,0.057286928,0.055731349,0.053376422,0.050373968,0.046880341,0.043049152,0.039025054,0.034938787,0.03090366,0.027013434
0.013606523,0.02226251,0.03031586,0.037564018,0.043839993,0.04901858,0.053020092,0.055811451,0.057404735,0.057853424,0.057246736,0.055702561,0.053359552,0.050368923,0.04688649,0.043065422,0.039050036,0.034970853,0.03094108,0.027054478
0.013583373,0.022225317,0.030266611,0.037505303,0.043774836,0.048950246,0.052951884,0.055746513,0.057345884,0.057803003,0.057206522,0.055673706,0.053342572,0.050363733,0.046892469,0.043081505,0.039074824,0.035002729,0.030978321,0.02709536
0.013560296,0.022188239,0.030217508,0.037446754,0.043709852,0.048882078,0.05288382,0.055681688,0.057287103,0.057752608,0.057166287,0.055644782,0.053325482,0.050358398,0.046898278,0.043097402,0.03909942,0.035034415,0.031015382,0.027136079
0.013537291,0.022151275,0.030168551,0.037388371,0.043645041,0.048814074,0.0528159,0.055616975,0.057228395,0.05770224,0.057126029,0.05561579,0.053308283,0.050352921,0.046903918,0.043113114,0.039123824,0.035065912,0.031052265,0.027176638
0.013514358,0.022114423,0.030119738,0.037330153,0.0435804,0.048746234,0.052748123,0.055552373,0.057169758,0.057651897,0.057085751,0.055586732,0.053290976,0.050347301,0.04690939,0.043128642,0.039148037,0.035097221,0.03108897,0.027217035
0.013491497,0.022077684,0.03007107,0.037272098,0.043515929,0.048678557,0.052680489,0.055487883,0.057111193,0.057601582,0.057045453,0.055557609,0.053273562,0.05034154,0.046914695,0.043143986,0.03917206,0.035128341,0.031125497,0.027257271
0.013468707,0.022041058,0.030022546,0.037214207,0.043451629,0.048611042,0.052612998,0.055423504,0.0570527,0.057551293,0.057005134,0.055528419,0.053256042,0.050335638,0.046919833,0.043159147,0.039195894,0.035159274,0.031161847,0.027297346
0.013445987,0.022004542,0.029974165,0.037156479,0.043387497,0.048543689,0.052545648,0.055359236,0.056994279,0.057501031,0.056964797,0.055499166,0.053238416,0.050329596,0.046924806,0.043174127,0.039219538,0.03519002,0.03119802,0.027337261
0.013423339,0.021968138,0.029925925,0.037098912,0.043323534,0.048476498,0.05247844,0.055295079,0.056935929,0.057450796,0.05692444,0.055469848,0.053220686,0.050323416,0.046929614,0.043188925,0.039242995,0.035220581,0.031234017,0.027377016
0.01340076,0.021931844,0.029877828,0.037041506,0.043259739,0.048409467,0.052411373,0.055231033,0.056877651,0.05740059,0.056884065,0.055440467,0.053202852,0.050317098,0.046934259,0.043203544,0.039266265,0.035250956,0.031269838,0.027416611
0.013378251,0.02189566,0.029829871,0.036984261,0.04319611,0.048342596,0.052344447,0.055167097,0.056819445,0.057350411,0.056843671,0.055411024,0.053184915,0.050310643,0.046938742,0.043217983,0.039289348,0.035281146,0.031305484,0.027456046
0.013355812,0.021859585,0.029782055,0.036927176,0.043132647,0.048275885,0.052277661,0.055103271,0.05676131,0.05730026,0.056803261,0.055381518,0.053166875,0.050304052,0.046943062,0.043232244,0.039312245,0.035311152,0.031340955,0.027495322
0.013333441,0.021823619,0.029734378,0.036870249,0.043069351,0.048209333,0.052211014,0.055039555,0.056703247,0.057250137,0.056762833,0.055351952,0.053148734,0.050297326,0.046947222,0.043246328,0.039334957,0.035340974,0.031376251,0.027534439
0.01331114,0.021787762,0.02968684,0.036813481,0.043006218,0.048142939,0.052144507,0.054975949,0.056645256,0.057200044,0.056722389,0.055322324,0.053130493,0.050290466,0.046951222,0.043260234,0.039357486,0.035370613,0.031411373,0.027573398
0.013288907,0.021752012,0.02963944,0.036756871,0.042943251,0.048076702,0.052078139,0.054912452,0.056587337,0.057149979,0.056681928,0.055292637,0.053112152,0.050283472,0.046955062,0.043273965,0.03937983,0.03540007,0.031446322,0.027612198
0.013266742,0.02171637,0.029592178,0.036700417,0.042880446,0.048010623,0.05201191,0.054849064,0.05652949,0.057099943,0.056641452,0.055262891,0.053093711,0.050276345,0.046958744,0.043287521,0.039401992,0.035429345,0.031481098,0.02765084
0.013244645,0.021680834,0.029545053,0.03664412,0.042817804,0.0479447,0.051945818,0.054785786,0.056471714,0.057049936,0.056600961,0.055233085,0.053075173,0.050269087,0.046962269,0.043300903,0.039423972,0.035458439,0.031515701,0.027689325
0.013222615,0.021645404,0.029498065,0.036587978,0.042755325,0.047878934,0.051879864,0.054722616,0.05641401,0.056999959,0.056560455,0.055203222,0.053056536,0.050261697,0.046965638,0.043314111,0.039445771,0.035487353,0.031550132,0.027727652
0.013200652,0.021610081,0.029451212,0.03653199,0.042693007,0.047813322,0.051814048,0.054659554,0.056356378,0.056950012,0.056519935,0.055173301,0.053037803,0.050254178,0.046968851,0.043327147,0.039467389,0.035516087,0.031584391,0.027765821
0.013178756,0.021574862,0.029404494,0.036476157,0.04263085,0.047747866,0.051748368,0.054596601,0.056298818,0.056900095,0.056479401,0.055143324,0.053018974,0.050246529,0.046971908,0.043340011,0.039488828,0.035544641,0.031618479,0.027803834
0.013156927,0.021539748,0.029357911,0.036420478,0.042568853,0.047682563,0.051682824,0.054533756,0.056241329,0.056850208,0.056438853,0.05511329,0.05300005,0.050238752,0.046974812,0.043352704,0.039510088,0.035573017,0.031652397,0.027841691
0.013135164,0.021504739,0.029311462,0.036364951,0.042507015,0.047617414,0.051617416,0.054471019,0.056183912,0.056800351,0.056398292,0.055083201,0.052981031,0.050230847,0.046977563,0.043365227,0.039531169,0.035601215,0.031686144,0.027879391
0.013113466,0.021469833,0.029265146,0.036309576,0.042445336,0.047552419,0.051552144,0.05440839,0.056126567,0.056750525,0.056357719,0.055053056,0.052961918,0.050222816,0.046980162,0.043377581,0.039552072,0.035629235,0.031719721,0.027916935
0.013091835,0.021435031,0.029218963,0.036254353,0.042383816,0.047487576,0.051487007,0.054345867,0.056069294,0.05670073,0.056317133,0.055022857,0.052942712,0.050214658,0.046982609,0.043389766,0.039572799,0.035657078,0.031753129,0.027954324
0.013070268,0.021400331,0.029172912,0.03619928,0.042322453,0.047422884,0.051422004,0.054283452,0.056012092,0.056650966,0.056276536,0.054992605,0.052923414,0.050206376,0.046984905,0.043401783,0.03959335,0.035684745,0.031786368,0.027991557
0.013048766,0.021365734,0.029126992,0.036144358,0.042261247,0.047358345,0.051357136,0.054221144,0.055954962,0.056601234,0.056235928,0.054962299,0.052904024,0.050197969,0.046987052,0.043413634,0.039613725,0.035712237,0.031819439,0.028028635
0.013027329,0.021331239,0.029081204,0.036089585,0.042200197,0.047293956,0.051292401,0.054158943,0.055897904,0.056551532,0.056195308,0.054931941,0.052884544,0.050189438,0.04698905,0.043425318,0.039633926,0.035739553,0.031852341,0.028065559
0.013005956,0.021296844,0.029035545,0.036034961,0.042139302,0.047229717,0.0512278,0.054096848,0.055840917,0.056501863,0.056154678,0.05490153,0.052864973,0.050180785,0.0469909,0.043436837,0.039653952,0.035766695,0.031885076,0.028102328
0.012984648,0.021262551,0.028990016,0.035980485,0.042078563,0.047165628,0.051163332,0.054034859,0.055784002,0.056452225,0.056114038,0.054871068,0.052845312,0.050172009,0.046992602,0.043448192,0.039673806,0.035793663,0.031917644,0.028138943
0.012963402,0.021228358,0.028944617,0.035926157,0.042017978,0.047101688,0.051098996,0.053972976,0.055727158,0.05640262,0.056073388,0.054840556,0.052825563,0.050163113,0.046994158,0.043459383,0.039693486,0.035820458,0.031950046,0.028175405
0.012942221,0.021194265,0.028899346,0.035871976,0.041957547,0.047037897,0.051034793,0.053911199,0.055670386,0.056353046,0.056032729,0.054809993,0.052805726,0.050154096,0.046995568,0.043470411,0.039712995,0.035847081,0.031982281,0.028211713
0.012921102,0.021160272,0.028854202,0.03581794,0.041897269,0.046974254,0.050970721,0.053849528,0.055613686,0.056303505,0.055992061,0.05477938,0.052785801,0.050144959,0.046996833,0.043481277,0.039732333,0.035873531,0.032014351,0.028247867
0.012900046,0.021126378,0.028809187,0.035764051,0.041837143,0.046910759,0.050906781,0.053787962,0.055557057,0.056253997,0.055951384,0.054748718,0.05276579,0.050135704,0.046997954,0.043491981,0.0397515,0.03589981,0.032046256,0.028283869
0.012879052,0.021092582,0.028764298,0.035710307,0.04177717,0.04684741,0.050842972,0.053726501,0.0555005,0.056204522,0.0559107,0.054718007,0.052745693,0.05012633,0.046998932,0.043502525,0.039770498,0.035925918,0.032077995,0.028319719
