#,target,auid,jd,mag,uncertainty,fainterthan,band,type,observer,airmass,transformed
2066,RU LUP,000-BBW-753,2459811.477951,10.640,0.004,False,Cousins R,CCD,HMB,1.054,False
2067,RU Lup,000-BBW-753,2459811.47986,11.14,0.05,False,Tri-Color Green,DSLR,MMOI,,False
2068,RU LUP,000-BBW-753,2459811.495474,11.668,0.020,False,Johnson B,CCD,DANF,1.046,False
2069,RU LUP,000-BBW-753,2459811.495854,11.124,0.018,False,Johnson V,CCD,DANF,1.046,False
2070,RU LUP,000-BBW-753,2459811.496144,10.779,0.016,False,Sloan r,CCD,DANF,1.047,False
2071,RU LUP,000-BBW-753,2459811.496404,10.454,0.017,False,Sloan i,CCD,DANF,1.047,False
2072,RU LUP,000-BBW-753,2459811.86370,11.615,0.028,False,Johnson B,CCD,MGW,1.015,False
2073,RU LUP,000-BBW-753,2459811.86402,11.139,0.011,False,Johnson V,CCD,MGW,1.015,False
2074,RU LUP,000-BBW-753,2459811.86434,10.490,0.007,False,Cousins R,CCD,MGW,1.015,False
2075,RU LUP,000-BBW-753,2459811.86468,9.746,0.009,False,Cousins I,CCD,MGW,1.016,False
2076,RU LUP,000-BBW-753,2459812.474161,9.740,0.007,False,Cousins I,CCD,HMB,1.053,False
2077,RU LUP,000-BBW-753,2459812.474369,9.748,0.007,False,Cousins I,CCD,HMB,1.053,False
2078,RU LUP,000-BBW-753,2459812.474641,11.048,0.004,False,Johnson V,CCD,HMB,1.053,False
2079,RU LUP,000-BBW-753,2459812.474907,11.048,0.004,False,Johnson V,CCD,HMB,1.054,False
2080,RU LUP,000-BBW-753,2459812.475266,11.477,0.006,False,Johnson B,CCD,HMB,1.054,False
2081,RU LUP,000-BBW-753,2459812.475660,11.475,0.006,False,Johnson B,CCD,HMB,1.055,False
2082,RU LUP,000-BBW-753,2459812.476019,10.459,0.004,False,Cousins R,CCD,HMB,1.055,False
2083,RU LUP,000-BBW-753,2459812.476285,10.456,0.004,False,Cousins R,CCD,HMB,1.055,False
2084,RU Lup,000-BBW-753,2459812.48194,10.936,0.016,False,Tri-Color Green,DSLR,MMOI,,False
2085,RU LUP,000-BBW-753,2459812.495958,10.788,0.016,False,Johnson V,CCD,DANF,1.050,False
2086,RU LUP,000-BBW-753,2459812.496248,10.539,0.014,False,Sloan r,CCD,DANF,1.051,False
2087,RU LUP,000-BBW-753,2459812.496528,10.211,0.016,False,Sloan i,CCD,DANF,1.051,False
2088,RU LUP,000-BBW-753,2459813.474392,9.863,0.012,False,Cousins I,CCD,HMB,1.056,False
2089,RU LUP,000-BBW-753,2459813.474601,9.889,0.010,False,Cousins I,CCD,HMB,1.056,False
2090,RU LUP,000-BBW-753,2459813.474873,11.169,0.007,False,Johnson V,CCD,HMB,1.057,False
2091,RU LUP,000-BBW-753,2459813.475150,11.092,0.015,False,Johnson V,CCD,HMB,1.057,False
2092,RU LUP,000-BBW-753,2459813.475509,11.613,0.028,False,Johnson B,CCD,HMB,1.058,False
2093,RU LUP,000-BBW-753,2459813.475891,11.708,0.037,False,Johnson B,CCD,HMB,1.058,False
2094,RU LUP,000-BBW-753,2459813.476250,10.725,0.017,False,Cousins R,CCD,HMB,1.058,False
2095,RU LUP,000-BBW-753,2459813.476516,10.708,0.018,False,Cousins R,CCD,HMB,1.059,False
2096,RU Lup,000-BBW-753,2459813.48194,11.050,0.020,False,Tri-Color Green,DSLR,MMOI,,False
2097,RU LUP,000-BBW-753,2459814.41111,11.0,,False,Visual,Visual,DCMA,,
2098,RU LUP,000-BBW-753,2459814.474485,10.043,0.007,False,Cousins I,CCD,HMB,1.060,False
2099,RU LUP,000-BBW-753,2459814.474705,10.005,0.007,False,Cousins I,CCD,HMB,1.060,False
2100,RU LUP,000-BBW-753,2459814.474977,11.526,0.005,False,Johnson V,CCD,HMB,1.060,False
2101,RU LUP,000-BBW-753,2459814.475243,11.516,0.005,False,Johnson V,CCD,HMB,1.061,False
2102,RU LUP,000-BBW-753,2459814.475602,12.110,0.007,False,Johnson B,CCD,HMB,1.061,False
2103,RU LUP,000-BBW-753,2459814.475984,12.120,0.007,False,Johnson B,CCD,HMB,1.062,False
2104,RU LUP,000-BBW-753,2459814.476354,10.785,0.004,False,Cousins R,CCD,HMB,1.062,False
2105,RU LUP,000-BBW-753,2459814.476620,10.781,0.004,False,Cousins R,CCD,HMB,1.062,False
2106,RU Lup,000-BBW-753,2459814.48472,11.384,0.018,False,Tri-Color Green,DSLR,MMOI,,False
2107,RU LUP,000-BBW-753,2459815.41111,10.8,,False,Visual,Visual,DCMA,,
2108,RU LUP,000-BBW-753,2459815.474392,9.553,0.006,False,Cousins I,CCD,HMB,1.063,False
2109,RU LUP,000-BBW-753,2459815.474612,9.547,0.006,False,Cousins I,CCD,HMB,1.063,False
2110,RU LUP,000-BBW-753,2459815.474884,10.763,0.004,False,Johnson V,CCD,HMB,1.064,False
2111,RU LUP,000-BBW-753,2459815.475150,10.764,0.004,False,Johnson V,CCD,HMB,1.064,False
2112,RU LUP,000-BBW-753,2459815.475509,11.157,0.005,False,Johnson B,CCD,HMB,1.065,False
2113,RU LUP,000-BBW-753,2459815.475903,11.161,0.006,False,Johnson B,CCD,HMB,1.065,False
2114,RU LUP,000-BBW-753,2459815.476262,10.214,0.003,False,Cousins R,CCD,HMB,1.066,False
2115,RU LUP,000-BBW-753,2459815.476528,10.219,0.003,False,Cousins R,CCD,HMB,1.066,False
2116,RU Lup,000-BBW-753,2459815.48750,10.670,0.023,False,Tri-Color Green,DSLR,MMOI,,False
2117,RU LUP,000-BBW-753,2459816.474716,9.818,0.007,False,Cousins I,CCD,HMB,1.067,False
2118,RU LUP,000-BBW-753,2459816.474925,9.808,0.007,False,Cousins I,CCD,HMB,1.068,False
2119,RU LUP,000-BBW-753,2459816.475197,11.169,0.004,False,Johnson V,CCD,HMB,1.068,False
2120,RU LUP,000-BBW-753,2459816.475463,11.170,0.004,False,Johnson V,CCD,HMB,1.069,False
2121,RU LUP,000-BBW-753,2459816.475833,11.566,0.006,False,Johnson B,CCD,HMB,1.069,False
2122,RU LUP,000-BBW-753,2459816.476215,11.575,0.006,False,Johnson B,CCD,HMB,1.070,False
2123,RU LUP,000-BBW-753,2459816.476574,10.553,0.004,False,Cousins R,CCD,HMB,1.070,False
2124,RU LUP,000-BBW-753,2459816.476840,10.543,0.004,False,Cousins R,CCD,HMB,1.071,False
2125,RU Lup,000-BBW-753,2459816.48194,10.994,,False,Tri-Color Green,DSLR,MMOI,,False
2126,RU LUP,000-BBW-753,2459817.478490,9.830,0.007,False,Cousins I,CCD,HMB,1.078,False
2127,RU LUP,000-BBW-753,2459817.478698,9.825,0.007,False,Cousins I,CCD,HMB,1.078,False
2128,RU LUP,000-BBW-753,2459817.478970,11.193,0.005,False,Johnson V,CCD,HMB,1.079,False
2129,RU LUP,000-BBW-753,2459817.479248,11.204,0.005,False,Johnson V,CCD,HMB,1.079,False
2130,RU LUP,000-BBW-753,2459817.479595,11.634,0.007,False,Johnson B,CCD,HMB,1.080,False
2131,RU LUP,000-BBW-753,2459817.479988,11.627,0.006,False,Johnson B,CCD,HMB,1.080,False
2132,RU LUP,000-BBW-753,2459817.480347,10.539,0.004,False,Cousins R,CCD,HMB,1.081,False
2133,RU LUP,000-BBW-753,2459817.480613,10.542,0.005,False,Cousins R,CCD,HMB,1.081,False
2134,RU LUP,000-BBW-753,2459817.86711,11.366,0.019,False,Johnson B,CCD,MGW,1.034,False
2135,RU LUP,000-BBW-753,2459817.86744,10.821,0.010,False,Johnson V,CCD,MGW,1.034,False
2136,RU LUP,000-BBW-753,2459817.86780,10.186,0.007,False,Cousins R,CCD,MGW,1.035,False
2137,RU LUP,000-BBW-753,2459817.86817,9.541,0.009,False,Cousins I,CCD,MGW,1.035,False
2138,RU LUP,000-BBW-753,2459817.96132,10.964,0.005,False,Johnson V,CCD,KSLA,1.334,False
2139,RU LUP,000-BBW-753,2459817.96221,11.357,0.016,False,Johnson B,CCD,KSLA,1.340,False
2140,RU LUP,000-BBW-753,2459818.475087,9.723,0.007,False,Cousins I,CCD,HMB,1.077,False
2141,RU LUP,000-BBW-753,2459818.475307,9.719,0.007,False,Cousins I,CCD,HMB,1.077,False
2142,RU LUP,000-BBW-753,2459818.475579,11.006,0.004,False,Johnson V,CCD,HMB,1.077,False
2143,RU LUP,000-BBW-753,2459818.475845,11.022,0.004,False,Johnson V,CCD,HMB,1.078,False
2144,RU LUP,000-BBW-753,2459818.476204,11.387,0.006,False,Johnson B,CCD,HMB,1.078,False
2145,RU LUP,000-BBW-753,2459818.476597,11.397,0.006,False,Johnson B,CCD,HMB,1.079,False
2146,RU LUP,000-BBW-753,2459818.476956,10.409,0.004,False,Cousins R,CCD,HMB,1.080,False
2147,RU LUP,000-BBW-753,2459818.477222,10.411,0.003,False,Cousins R,CCD,HMB,1.080,False
2148,RU LUP,000-BBW-753,2459818.96186,10.994,0.010,False,Johnson V,CCD,KSLA,1.354,False
2149,RU LUP,000-BBW-753,2459818.96275,11.403,0.021,False,Johnson B,CCD,KSLA,1.359,False
2150,RU LUP,000-BBW-753,2459818.9944,15.4,,True,Visual,Visual,SRX,,
2151,RU LUP,000-BBW-753,2459819.475272,9.791,0.007,False,Cousins I,CCD,HMB,1.082,False
2152,RU LUP,000-BBW-753,2459819.475492,9.812,0.007,False,Cousins I,CCD,HMB,1.082,False
2153,RU LUP,000-BBW-753,2459819.475764,11.140,0.004,False,Johnson V,CCD,HMB,1.083,False
2154,RU LUP,000-BBW-753,2459819.476030,11.142,0.004,False,Johnson V,CCD,HMB,1.083,False
2155,RU LUP,000-BBW-753,2459819.476389,11.582,0.006,False,Johnson B,CCD,HMB,1.084,False
2156,RU LUP,000-BBW-753,2459819.476782,11.587,0.006,False,Johnson B,CCD,HMB,1.084,False
2157,RU LUP,000-BBW-753,2459819.477141,10.507,0.004,False,Cousins R,CCD,HMB,1.085,False
2158,RU LUP,000-BBW-753,2459819.477407,10.498,0.004,False,Cousins R,CCD,HMB,1.086,False
2159,RU LUP,000-BBW-753,2459822.475874,10.013,0.007,False,Cousins I,CCD,HMB,1.099,False
2160,RU LUP,000-BBW-753,2459822.476094,10.010,0.007,False,Cousins I,CCD,HMB,1.099,False
2161,RU LUP,000-BBW-753,2459822.476366,11.379,0.005,False,Johnson V,CCD,HMB,1.100,False
2162,RU LUP,000-BBW-753,2459822.476632,11.378,0.005,False,Johnson V,CCD,HMB,1.100,False
2163,RU LUP,000-BBW-753,2459822.476991,11.916,0.006,False,Johnson B,CCD,HMB,1.101,False
2164,RU LUP,000-BBW-753,2459822.477373,11.915,0.007,False,Johnson B,CCD,HMB,1.102,False
2165,RU LUP,000-BBW-753,2459822.477731,10.703,0.004,False,Cousins R,CCD,HMB,1.103,False
2166,RU LUP,000-BBW-753,2459822.477998,10.690,0.004,False,Cousins R,CCD,HMB,1.103,False
2167,RU LUP,000-BBW-753,2459822.92844,10.789,0.024,False,Cousins R,CCD,KSLA,1.236,False
2168,RU LUP,000-BBW-753,2459822.92932,11.592,0.014,False,Johnson V,CCD,KSLA,1.240,False
2169,RU LUP,000-BBW-753,2459822.93023,12.161,0.028,False,Johnson B,CCD,KSLA,1.244,False
2170,RU LUP,000-BBW-753,2459822.93119,10.088,0.026,False,Cousins I,CCD,KSLA,1.249,False
2171,RU LUP,000-BBW-753,2459823.42083,11.0,,False,Visual,Visual,DCMA,,
2172,RU LUP,000-BBW-753,2459823.476001,10.108,0.008,False,Cousins I,CCD,HMB,1.105,False
2173,RU LUP,000-BBW-753,2459823.476209,10.114,0.008,False,Cousins I,CCD,HMB,1.106,False
2174,RU LUP,000-BBW-753,2459823.476493,11.524,0.005,False,Johnson V,CCD,HMB,1.106,False
2175,RU LUP,000-BBW-753,2459823.476771,11.559,0.005,False,Johnson V,CCD,HMB,1.107,False
2176,RU LUP,000-BBW-753,2459823.477130,12.092,0.007,False,Johnson B,CCD,HMB,1.108,False
2177,RU LUP,000-BBW-753,2459823.477512,12.098,0.007,False,Johnson B,CCD,HMB,1.109,False
2178,RU LUP,000-BBW-753,2459823.477870,10.847,0.004,False,Cousins R,CCD,HMB,1.109,False
2179,RU LUP,000-BBW-753,2459823.478148,10.825,0.004,False,Cousins R,CCD,HMB,1.110,False
2180,RU LUP,000-BBW-753,2459824.474624,9.992,0.007,False,Cousins I,CCD,HMB,1.108,False
2181,RU LUP,000-BBW-753,2459824.474844,9.987,0.008,False,Cousins I,CCD,HMB,1.109,False
2182,RU LUP,000-BBW-753,2459824.475116,11.405,0.005,False,Johnson V,CCD,HMB,1.109,False
2183,RU LUP,000-BBW-753,2459824.475382,11.404,0.005,False,Johnson V,CCD,HMB,1.110,False
2184,RU LUP,000-BBW-753,2459824.475752,11.969,0.006,False,Johnson B,CCD,HMB,1.111,False
2185,RU LUP,000-BBW-753,2459824.476146,11.959,0.007,False,Johnson B,CCD,HMB,1.112,False
2186,RU LUP,000-BBW-753,2459824.476505,10.699,0.004,False,Cousins R,CCD,HMB,1.113,False
2187,RU LUP,000-BBW-753,2459824.476771,10.693,0.004,False,Cousins R,CCD,HMB,1.113,False
2188,RU LUP,000-BBW-753,2459825.475052,9.992,0.008,False,Cousins I,CCD,HMB,1.116,False
2189,RU LUP,000-BBW-753,2459825.475260,9.980,0.008,False,Cousins I,CCD,HMB,1.116,False
2190,RU LUP,000-BBW-753,2459825.475532,11.352,0.006,False,Johnson V,CCD,HMB,1.117,False
2191,RU LUP,000-BBW-753,2459825.475810,11.359,0.005,False,Johnson V,CCD,HMB,1.118,False
2192,RU LUP,000-BBW-753,2459825.476169,11.910,0.007,False,Johnson B,CCD,HMB,1.118,False
2193,RU LUP,000-BBW-753,2459825.476551,11.935,0.007,False,Johnson B,CCD,HMB,1.119,False
2194,RU LUP,000-BBW-753,2459825.476921,10.686,0.004,False,Cousins R,CCD,HMB,1.120,False
2195,RU LUP,000-BBW-753,2459825.477188,10.669,0.004,False,Cousins R,CCD,HMB,1.121,False
2196,RU LUP,000-BBW-753,2459826.475388,10.024,0.008,False,Cousins I,CCD,HMB,1.123,False
2197,RU LUP,000-BBW-753,2459826.475608,9.997,0.008,False,Cousins I,CCD,HMB,1.124,False
2198,RU LUP,000-BBW-753,2459826.475880,11.420,0.005,False,Johnson V,CCD,HMB,1.125,False
2199,RU LUP,000-BBW-753,2459826.476157,11.433,0.006,False,Johnson V,CCD,HMB,1.125,False
2200,RU LUP,000-BBW-753,2459826.476516,12.003,0.008,False,Johnson B,CCD,HMB,1.126,False
2201,RU LUP,000-BBW-753,2459826.476910,12.023,0.007,False,Johnson B,CCD,HMB,1.127,False
2202,RU LUP,000-BBW-753,2459826.477269,10.737,0.004,False,Cousins R,CCD,HMB,1.128,False
2203,RU LUP,000-BBW-753,2459826.477546,10.737,0.004,False,Cousins R,CCD,HMB,1.129,False
2204,RU LUP,000-BBW-753,2459827.475203,9.883,0.007,False,Cousins I,CCD,HMB,1.130,False
2205,RU LUP,000-BBW-753,2459827.475422,9.896,0.007,False,Cousins I,CCD,HMB,1.131,False
2206,RU LUP,000-BBW-753,2459827.475694,11.243,0.005,False,Johnson V,CCD,HMB,1.131,False
2207,RU LUP,000-BBW-753,2459827.475961,11.234,0.005,False,Johnson V,CCD,HMB,1.132,False
2208,RU LUP,000-BBW-753,2459827.476319,11.746,0.006,False,Johnson B,CCD,HMB,1.133,False
2209,RU LUP,000-BBW-753,2459827.476713,11.739,0.006,False,Johnson B,CCD,HMB,1.134,False
2210,RU LUP,000-BBW-753,2459827.477072,10.595,0.004,False,Cousins R,CCD,HMB,1.135,False
2211,RU LUP,000-BBW-753,2459827.477338,10.594,0.004,False,Cousins R,CCD,HMB,1.136,False
2212,RU LUP,000-BBW-753,2459827.92715,11.792,0.046,False,Johnson B,CCD,MGW,1.294,False
2213,RU LUP,000-BBW-753,2459827.92750,11.310,0.018,False,Johnson V,CCD,MGW,1.296,False
2214,RU LUP,000-BBW-753,2459827.92784,10.531,0.018,False,Cousins R,CCD,MGW,1.297,False
2215,RU LUP,000-BBW-753,2459827.92823,9.760,0.017,False,Cousins I,CCD,MGW,1.299,False
2216,RU LUP,000-BBW-753,2459828.475237,9.747,0.007,False,Cousins I,CCD,HMB,1.138,False
2217,RU LUP,000-BBW-753,2459828.475457,9.740,0.007,False,Cousins I,CCD,HMB,1.138,False
2218,RU LUP,000-BBW-753,2459828.475729,11.107,0.005,False,Johnson V,CCD,HMB,1.139,False
2219,RU LUP,000-BBW-753,2459828.475995,11.117,0.005,False,Johnson V,CCD,HMB,1.140,False
2220,RU LUP,000-BBW-753,2459828.476354,11.580,0.007,False,Johnson B,CCD,HMB,1.141,False
2221,RU LUP,000-BBW-753,2459828.476748,11.564,0.007,False,Johnson B,CCD,HMB,1.142,False
2222,RU LUP,000-BBW-753,2459828.477106,10.468,0.004,False,Cousins R,CCD,HMB,1.143,False
2223,RU LUP,000-BBW-753,2459828.477373,10.467,0.004,False,Cousins R,CCD,HMB,1.144,False
2224,RU LUP,000-BBW-753,2459829.475654,9.872,0.007,False,Cousins I,CCD,HMB,1.147,False
2225,RU LUP,000-BBW-753,2459829.475874,9.875,0.007,False,Cousins I,CCD,HMB,1.147,False
2226,RU LUP,000-BBW-753,2459829.476146,11.278,0.005,False,Johnson V,CCD,HMB,1.148,False
2227,RU LUP,000-BBW-753,2459829.476412,11.265,0.005,False,Johnson V,CCD,HMB,1.149,False
2228,RU LUP,000-BBW-753,2459829.476771,11.749,0.007,False,Johnson B,CCD,HMB,1.150,False
2229,RU LUP,000-BBW-753,2459829.477153,11.753,0.007,False,Johnson B,CCD,HMB,1.151,False
2230,RU LUP,000-BBW-753,2459829.477512,10.626,0.004,False,Cousins R,CCD,HMB,1.152,False
2231,RU LUP,000-BBW-753,2459829.477789,10.620,0.004,False,Cousins R,CCD,HMB,1.153,False
2232,RU LUP,000-BBW-753,2459830.475966,9.798,0.098,False,Cousins I,CCD,HMB,1.156,False
2233,RU LUP,000-BBW-753,2459830.476186,9.771,0.106,False,Cousins I,CCD,HMB,1.157,False
2234,RU LUP,000-BBW-753,2459830.476458,11.000,0.056,False,Johnson V,CCD,HMB,1.157,False
2235,RU LUP,000-BBW-753,2459830.476725,11.106,0.057,False,Johnson V,CCD,HMB,1.158,False
2236,RU LUP,000-BBW-753,2459830.477465,11.418,0.083,False,Johnson B,CCD,HMB,1.161,False
2237,RU LUP,000-BBW-753,2459830.477824,10.428,0.049,False,Cousins R,CCD,HMB,1.162,False
2238,RU LUP,000-BBW-753,2459830.478090,10.463,0.044,False,Cousins R,CCD,HMB,1.163,False
2239,RU LUP,000-BBW-753,2459831.476348,9.977,0.008,False,Cousins I,CCD,HMB,1.166,False
2240,RU LUP,000-BBW-753,2459831.476568,9.991,0.008,False,Cousins I,CCD,HMB,1.167,False
2241,RU LUP,000-BBW-753,2459831.476852,11.461,0.006,False,Johnson V,CCD,HMB,1.168,False
2242,RU LUP,000-BBW-753,2459831.477130,11.433,0.005,False,Johnson V,CCD,HMB,1.168,False
2243,RU LUP,000-BBW-753,2459831.477477,12.001,0.008,False,Johnson B,CCD,HMB,1.170,False
2244,RU LUP,000-BBW-753,2459831.477870,11.975,0.009,False,Johnson B,CCD,HMB,1.171,False
2245,RU LUP,000-BBW-753,2459831.478241,10.745,0.004,False,Cousins R,CCD,HMB,1.172,False
2246,RU LUP,000-BBW-753,2459831.478519,10.738,0.004,False,Cousins R,CCD,HMB,1.173,False
2247,RU LUP,000-BBW-753,2459832.476406,9.892,0.008,False,Cousins I,CCD,HMB,1.175,False
2248,RU LUP,000-BBW-753,2459832.476626,9.902,0.007,False,Cousins I,CCD,HMB,1.176,False
2249,RU LUP,000-BBW-753,2459832.476898,11.323,0.005,False,Johnson V,CCD,HMB,1.177,False
2250,RU LUP,000-BBW-753,2459832.477164,11.315,0.005,False,Johnson V,CCD,HMB,1.178,False
2251,RU LUP,000-BBW-753,2459832.477523,11.840,0.007,False,Johnson B,CCD,HMB,1.179,False
2252,RU LUP,000-BBW-753,2459832.477917,11.849,0.008,False,Johnson B,CCD,HMB,1.180,False
2253,RU LUP,000-BBW-753,2459832.478275,10.642,0.004,False,Cousins R,CCD,HMB,1.182,False
2254,RU LUP,000-BBW-753,2459832.478542,10.648,0.004,False,Cousins R,CCD,HMB,1.183,False
2255,RU LUP,000-BBW-753,2459833.476510,9.940,0.007,False,Cousins I,CCD,HMB,1.185,False
2256,RU LUP,000-BBW-753,2459833.476719,9.928,0.007,False,Cousins I,CCD,HMB,1.186,False
2257,RU LUP,000-BBW-753,2459833.476991,11.361,0.005,False,Johnson V,CCD,HMB,1.187,False
2258,RU LUP,000-BBW-753,2459833.477269,11.368,0.005,False,Johnson V,CCD,HMB,1.188,False
2259,RU LUP,000-BBW-753,2459833.477627,11.858,0.007,False,Johnson B,CCD,HMB,1.189,False
2260,RU LUP,000-BBW-753,2459833.478009,11.861,0.008,False,Johnson B,CCD,HMB,1.190,False
2261,RU LUP,000-BBW-753,2459833.478368,10.688,0.004,False,Cousins R,CCD,HMB,1.192,False
2262,RU LUP,000-BBW-753,2459833.478646,10.688,0.004,False,Cousins R,CCD,HMB,1.193,False
2263,RU LUP,000-BBW-753,2459834.469439,9.984,0.009,False,Cousins I,CCD,HMB,1.170,False
2264,RU LUP,000-BBW-753,2459834.469659,9.976,0.009,False,Cousins I,CCD,HMB,1.171,False
2265,RU LUP,000-BBW-753,2459834.469931,11.449,0.005,False,Johnson V,CCD,HMB,1.172,False
2266,RU LUP,000-BBW-753,2459834.470197,11.443,0.005,False,Johnson V,CCD,HMB,1.173,False
2267,RU LUP,000-BBW-753,2459834.470567,11.959,0.008,False,Johnson B,CCD,HMB,1.174,False
2268,RU LUP,000-BBW-753,2459834.470949,11.969,0.008,False,Johnson B,CCD,HMB,1.175,False
2269,RU LUP,000-BBW-753,2459834.471319,10.756,0.004,False,Cousins R,CCD,HMB,1.176,False
2270,RU LUP,000-BBW-753,2459834.471586,10.755,0.004,False,Cousins R,CCD,HMB,1.177,False
2271,RU LUP,000-BBW-753,2459835.469601,9.794,0.009,False,Cousins I,CCD,HMB,1.180,False
2272,RU LUP,000-BBW-753,2459835.469809,9.813,0.009,False,Cousins I,CCD,HMB,1.181,False
2273,RU LUP,000-BBW-753,2459835.470093,11.129,0.005,False,Johnson V,CCD,HMB,1.182,False
2274,RU LUP,000-BBW-753,2459835.470359,11.129,0.005,False,Johnson V,CCD,HMB,1.183,False
2275,RU LUP,000-BBW-753,2459835.470718,11.652,0.006,False,Johnson B,CCD,HMB,1.184,False
2276,RU LUP,000-BBW-753,2459835.471111,11.622,0.006,False,Johnson B,CCD,HMB,1.185,False
2277,RU LUP,000-BBW-753,2459835.471481,10.526,0.004,False,Cousins R,CCD,HMB,1.187,False
2278,RU LUP,000-BBW-753,2459835.471748,10.525,0.004,False,Cousins R,CCD,HMB,1.188,False
2279,RU LUP,000-BBW-753,2459836.41042,10.9,,False,Visual,Visual,DCMA,,
2280,RU LUP,000-BBW-753,2459836.470341,9.797,0.009,False,Cousins I,CCD,HMB,1.192,False
2281,RU LUP,000-BBW-753,2459836.470561,9.802,0.009,False,Cousins I,CCD,HMB,1.193,False
2282,RU LUP,000-BBW-753,2459836.470833,11.119,0.005,False,Johnson V,CCD,HMB,1.194,False
2283,RU LUP,000-BBW-753,2459836.471111,11.142,0.005,False,Johnson V,CCD,HMB,1.195,False
2284,RU LUP,000-BBW-753,2459836.471470,11.597,0.006,False,Johnson B,CCD,HMB,1.197,False
2285,RU LUP,000-BBW-753,2459836.471863,11.595,0.006,False,Johnson B,CCD,HMB,1.198,False
2286,RU LUP,000-BBW-753,2459836.472222,10.519,0.004,False,Cousins R,CCD,HMB,1.199,False
2287,RU LUP,000-BBW-753,2459836.472500,10.500,0.004,False,Cousins R,CCD,HMB,1.200,False
2288,RU LUP,000-BBW-753,2459837.470191,9.527,0.009,False,Cousins I,CCD,HMB,1.202,False
2289,RU LUP,000-BBW-753,2459837.470399,9.526,0.009,False,Cousins I,CCD,HMB,1.203,False
2290,RU LUP,000-BBW-753,2459837.470671,10.780,0.004,False,Johnson V,CCD,HMB,1.204,False
2291,RU LUP,000-BBW-753,2459837.470938,10.769,0.004,False,Johnson V,CCD,HMB,1.205,False
2292,RU LUP,000-BBW-753,2459837.471296,11.121,0.005,False,Johnson B,CCD,HMB,1.206,False
2293,RU LUP,000-BBW-753,2459837.471678,11.110,0.005,False,Johnson B,CCD,HMB,1.208,False
2294,RU LUP,000-BBW-753,2459837.472037,10.221,0.004,False,Cousins R,CCD,HMB,1.209,False
2295,RU LUP,000-BBW-753,2459837.472315,10.213,0.004,False,Cousins R,CCD,HMB,1.210,False
2296,RU LUP,000-BBW-753,2459838.470272,9.687,0.008,False,Cousins I,CCD,HMB,1.213,False
2297,RU LUP,000-BBW-753,2459838.470480,9.681,0.008,False,Cousins I,CCD,HMB,1.214,False
2298,RU LUP,000-BBW-753,2459838.470752,10.948,0.004,False,Johnson V,CCD,HMB,1.215,False
2299,RU LUP,000-BBW-753,2459838.471030,10.947,0.004,False,Johnson V,CCD,HMB,1.216,False
2300,RU LUP,000-BBW-753,2459838.471389,11.371,0.006,False,Johnson B,CCD,HMB,1.218,False
2301,RU LUP,000-BBW-753,2459838.471771,11.380,0.006,False,Johnson B,CCD,HMB,1.219,False
2302,RU LUP,000-BBW-753,2459838.472130,10.349,0.004,False,Cousins R,CCD,HMB,1.221,False
2303,RU LUP,000-BBW-753,2459838.472407,10.352,0.004,False,Cousins R,CCD,HMB,1.222,False
2304,RU LUP,000-BBW-753,2459839.470666,9.784,0.010,False,Cousins I,CCD,HMB,1.226,False
2305,RU LUP,000-BBW-753,2459839.470874,9.824,0.010,False,Cousins I,CCD,HMB,1.227,False
2306,RU LUP,000-BBW-753,2459839.471146,11.213,0.005,False,Johnson V,CCD,HMB,1.228,False
2307,RU LUP,000-BBW-753,2459839.471424,11.199,0.005,False,Johnson V,CCD,HMB,1.229,False
2308,RU LUP,000-BBW-753,2459839.471771,11.679,0.006,False,Johnson B,CCD,HMB,1.231,False
2309,RU LUP,000-BBW-753,2459839.472164,11.682,0.006,False,Johnson B,CCD,HMB,1.232,False
2310,RU LUP,000-BBW-753,2459839.472523,10.538,0.004,False,Cousins R,CCD,HMB,1.234,False
2311,RU LUP,000-BBW-753,2459839.472789,10.555,0.004,False,Cousins R,CCD,HMB,1.235,False
2312,RU LUP,000-BBW-753,2459840.470712,9.894,0.011,False,Cousins I,CCD,HMB,1.238,False
2313,RU LUP,000-BBW-753,2459840.470920,9.894,0.010,False,Cousins I,CCD,HMB,1.239,False
2314,RU LUP,000-BBW-753,2459840.471192,11.326,0.005,False,Johnson V,CCD,HMB,1.240,False
2315,RU LUP,000-BBW-753,2459840.471470,11.338,0.005,False,Johnson V,CCD,HMB,1.241,False
2316,RU LUP,000-BBW-753,2459840.471829,11.874,0.007,False,Johnson B,CCD,HMB,1.243,False
2317,RU LUP,000-BBW-753,2459840.472222,11.871,0.007,False,Johnson B,CCD,HMB,1.244,False
2318,RU LUP,000-BBW-753,2459840.472569,10.648,0.005,False,Cousins R,CCD,HMB,1.246,False
2319,RU LUP,000-BBW-753,2459840.472847,10.679,0.004,False,Cousins R,CCD,HMB,1.247,False
2320,RU LUP,000-BBW-753,2459841.42361,10.9,,False,Visual,Visual,DCMA,,
2321,RU LUP,000-BBW-753,2459841.471117,9.949,0.013,False,Cousins I,CCD,HMB,1.252,False
2322,RU LUP,000-BBW-753,2459841.471325,9.956,0.012,False,Cousins I,CCD,HMB,1.253,False
2323,RU LUP,000-BBW-753,2459841.471597,11.441,0.006,False,Johnson V,CCD,HMB,1.254,False
2324,RU LUP,000-BBW-753,2459841.471875,11.444,0.006,False,Johnson V,CCD,HMB,1.255,False
