Host CoM,Host HalfM* radius,Host ID,Host KappaCorot,Host M*,Host M* Iron,Host M* Metal,Host Mgas,Host Mhyd,Host Mtot,Host R200,Host i,Host vel,Sat CoM,Sat HalfM* radius,Sat ID,Sat M*,Sat M* Iron,Sat M* Metal,Sat Mgas,Sat Mhyd,Sat Mtot,Sat i,Sat vel,Volume
"[303.43975830078125, 392.7808532714844, 258.25213623046875]",0.0,4729,0.0,0.0,0.0,0.0,0.0,0.0,26018430.0,5.587782688354962,4728,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[305.2938537597656, 392.5523681640625, 260.4972229003906]",0.0,4730,0.0,0.0,0.0,0.0,0.0,0.0,15429538.0,5.072263369404446,4729,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[305.2923889160156, 392.53765869140625, 260.495361328125]]",[0.0],[15726],[0.0],[0.0],[0.0],[0.0],[0.0],[12404138.0],[15725],"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",05
"[305.6390686035156, 392.05322265625, 261.079345703125]",0.0,4731,0.0,0.0,0.0,0.0,0.0,0.0,28136210.0,5.1178886942101105,4730,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[305.86273193359375, 392.21942138671875, 260.80487060546875]",0.0,4732,0.0,0.0,0.0,0.0,0.0,0.0,28136210.0,6.00066618955077,4731,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[303.7893981933594, 389.0291442871094, 255.52987670898438]",0.0,4733,0.0,0.0,0.0,0.0,229731.390625,0.2913075387477875,28365940.0,5.905461577291866,4732,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[305.0196228027344, 388.9541320800781, 263.840576171875]",0.0,4734,0.0,0.0,0.0,0.0,0.0,0.0,27531132.0,6.021967012252841,4733,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[305.61602783203125, 388.822509765625, 264.7871398925781]",0.0,4735,0.0,0.0,0.0,0.0,229731.390625,0.25693386793136597,28365940.0,6.2654745499861315,4734,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[302.814208984375, 389.5584716796875, 259.9984436035156]",0.0,4736,0.0,0.0,0.0,0.0,0.0,0.0,28438750.0,6.06198229618065,4735,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[303.37200927734375, 391.02294921875, 255.15338134765625]",0.0,4737,0.0,0.0,0.0,0.0,0.0,0.0,28438750.0,5.6271853137728165,4736,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[304.5848388671875, 391.7852478027344, 262.21893310546875]",0.0,4738,0.0,0.0,0.0,0.0,0.0,0.0,27833670.0,5.72457763748218,4737,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[305.28741455078125, 391.56951904296875, 264.3191223144531]",0.0,4739,0.0,0.0,0.0,0.0,0.0,0.0,28136210.0,5.406399081451886,4738,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[303.9988708496094, 389.3092041015625, 262.1575927734375]",0.0,4740,0.0,0.0,0.0,0.0,0.0,0.0,28136210.0,5.08828649665501,4739,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[306.96087646484375, 392.18475341796875, 262.38116455078125]",0.0,4741,0.0,0.0,0.0,0.0,0.0,0.0,27531132.0,6.072855602181376,4740,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[304.9740295410156, 386.283935546875, 253.65475463867188]",0.0,4742,0.0,0.0,0.0,0.0,229731.390625,0.24604542553424835,28365940.0,5.90142772756492,4741,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[298.6607971191406, 389.2230529785156, 254.1992645263672]",0.0,4743,0.0,0.0,0.0,0.0,0.0,0.0,24203196.0,5.696594758196445,4742,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[305.6297607421875, 385.03717041015625, 254.87130737304688]",0.0,4744,0.0,0.0,0.0,0.0,0.0,0.0,28438750.0,5.9544221999221225,4743,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[297.47235107421875, 383.7304992675781, 258.91766357421875]",0.0,4745,0.0,0.0,0.0,0.0,0.0,0.0,28438750.0,6.2863801954583565,4744,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[304.8760070800781, 385.27294921875, 255.081787109375]",0.0,4746,0.0,0.0,0.0,0.0,0.0,0.0,28136210.0,6.104971624885348,4745,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[305.7042236328125, 385.80072021484375, 255.52069091796875]",0.0,4747,0.0,0.0,0.0,0.0,0.0,0.0,28438750.0,6.240310275206938,4746,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[302.1791076660156, 381.5956115722656, 255.47286987304688]",0.0,4748,0.0,0.0,0.0,0.0,0.0,0.0,27833670.0,5.563881383960551,4747,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[297.4457092285156, 393.2729797363281, 254.58975219726562]",0.0,4749,0.0,0.0,0.0,0.0,0.0,0.0,28438750.0,5.965337127121135,4748,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[305.3068542480469, 385.3342590332031, 256.026611328125]",0.0,4750,0.0,0.0,0.0,0.0,0.0,0.0,28136210.0,6.191931133890561,4749,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[306.327392578125, 384.8829650878906, 252.88136291503906]",0.0,4751,0.0,0.0,0.0,0.0,0.0,0.0,28438750.0,6.136918372424206,4750,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[298.302001953125, 385.1958923339844, 262.9407043457031]",0.0,4752,0.0,0.0,0.0,0.0,0.0,0.0,28136210.0,5.903917897034965,4751,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[307.4114074707031, 385.6539306640625, 252.49301147460938]",0.0,4753,0.0,0.0,0.0,0.0,0.0,0.0,28136210.0,5.254391730377294,4752,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[306.06103515625, 386.4005126953125, 254.17372131347656]",0.0,4754,0.0,0.0,0.0,0.0,229731.390625,0.3144235610961914,28063402.0,5.9931221210367775,4753,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[306.3482971191406, 381.8977355957031, 256.82891845703125]",0.0,4755,0.0,0.0,0.0,0.0,0.0,0.0,28136210.0,5.573078653078374,4754,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[307.3460693359375, 384.4443054199219, 256.5408020019531]",0.0,4756,0.0,0.0,0.0,0.0,229731.390625,0.2541846036911011,28063402.0,6.015768053283347,4755,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[300.6817321777344, 384.8822326660156, 265.61041259765625]",0.0,4757,0.0,0.0,0.0,0.0,0.0,0.0,28136210.0,6.08515412287461,4756,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[305.8470458984375, 384.63323974609375, 256.43695068359375]",0.0,4758,0.0,0.0,0.0,0.0,0.0,0.0,26926052.0,6.146542173018066,4757,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[297.80340576171875, 391.62872314453125, 256.9552001953125]",0.0,4759,0.0,0.0,0.0,0.0,0.0,0.0,27833670.0,6.234174563073603,4758,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[308.13494873046875, 386.0521545410156, 252.71908569335938]",0.0,4760,0.0,0.0,0.0,0.0,689194.125,2.7698776721954346,26102544.0,6.326289434466026,4759,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[301.72216796875, 381.11920166015625, 260.6664733886719]",0.0,4761,0.0,0.0,0.0,0.0,0.0,0.0,28136210.0,6.3079259543006225,4760,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[306.0076904296875, 386.949951171875, 254.99220275878906]",0.0,4762,0.0,0.0,0.0,0.0,0.0,0.0,27833670.0,5.909908331456294,4761,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[304.4052734375, 389.5105285644531, 256.6670837402344]",0.0,4763,0.0,0.0,0.0,0.0,229731.390625,0.43951600790023804,28063402.0,5.87767596168966,4762,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[302.4707946777344, 384.6408996582031, 263.3130798339844]",0.0,4764,0.0,0.0,0.0,0.0,0.0,0.0,28136210.0,6.057340669097391,4763,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[306.8845520019531, 387.23583984375, 254.4174346923828]",0.0,4765,0.0,0.0,0.0,0.0,0.0,0.0,27531132.0,6.168684405645048,4764,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[306.42803955078125, 388.2887878417969, 254.7999725341797]",0.0,4766,0.0,0.0,0.0,0.0,0.0,0.0,27833670.0,6.071105093169521,4765,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[296.740966796875, 388.6337585449219, 258.7483215332031]",0.0,4767,0.0,0.0,0.0,0.0,0.0,0.0,27833670.0,5.42123796219305,4766,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[299.4097900390625, 390.9818420410156, 257.28857421875]",0.0,4768,0.0,0.0,0.0,0.0,229731.390625,0.20130091905593872,28063402.0,6.197039826795042,4767,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[307.5435791015625, 387.9521789550781, 258.7532958984375]",0.0,4769,0.0,0.0,0.0,0.0,0.0,0.0,27833670.0,5.840875858139065,4768,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[297.3665466308594, 391.90826416015625, 261.1201477050781]",0.0,4770,0.0,0.0,0.0,0.0,0.0,0.0,27531132.0,5.706099906142578,4769,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[310.6396789550781, 387.7708435058594, 258.6335754394531]",0.0,4771,0.0,0.0,0.0,0.0,229731.390625,0.14794203639030457,16869428.0,3.370103256495639,4770,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[303.65283203125, 383.7990417480469, 250.73004150390625]",0.0,4772,0.0,0.0,0.0,0.0,0.0,0.0,27833670.0,5.9410585014781585,4771,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[300.9443054199219, 390.736083984375, 257.8219909667969]",0.0,4773,0.0,0.0,0.0,0.0,0.0,0.0,28136210.0,6.113694975235313,4772,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[302.8814697265625, 386.9279479980469, 252.57589721679688]",0.0,4774,0.0,0.0,0.0,0.0,0.0,0.0,27833670.0,5.2808966691281904,4773,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[307.8619689941406, 383.3104248046875, 264.0461730957031]",0.0,4775,0.0,0.0,0.0,0.0,0.0,0.0,28136210.0,6.279615583283484,4774,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[300.6524353027344, 391.1687927246094, 260.1271667480469]",0.0,4776,0.0,0.0,0.0,0.0,459462.78125,0.8714812397956848,27990594.0,6.222580607274308,4775,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[302.1419982910156, 389.3362731933594, 254.00607299804688]",0.0,4777,0.0,0.0,0.0,0.0,0.0,0.0,27833670.0,5.963584099570533,4776,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[309.0059509277344, 386.8440856933594, 259.0705871582031]",0.0,4778,0.0,0.0,0.0,0.0,0.0,0.0,27531132.0,5.8689190222509175,4777,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[303.85333251953125, 390.6787109375, 253.6127471923828]",0.0,4779,0.0,0.0,0.0,0.0,0.0,0.0,24505734.0,5.304429943922026,4778,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[308.7448425292969, 387.580810546875, 260.8213195800781]",0.0,4780,0.0,0.0,0.0,0.0,0.0,0.0,28136210.0,5.791602658136663,4779,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[303.5215759277344, 391.56610107421875, 252.38990783691406]",0.0,4781,0.0,0.0,0.0,0.0,459462.78125,0.5332527160644531,27990594.0,6.247198085111271,4780,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[307.967529296875, 388.4488525390625, 261.2516784667969]",0.0,4782,0.0,0.0,0.0,0.0,0.0,0.0,27833670.0,6.007316877661804,4781,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[302.5700988769531, 389.4405517578125, 259.1716613769531]",0.0,4783,0.0,0.0,0.0,0.0,0.0,0.0,26926052.0,5.474333999394451,4782,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[302.5988464355469, 389.65478515625, 259.15765380859375]",0.0,4784,0.0,0.0,0.0,0.0,0.0,0.0,28136210.0,5.992781691154266,4783,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[303.52398681640625, 392.6271667480469, 257.8367004394531]",0.0,4785,0.0,0.0,0.0,0.0,0.0,0.0,27833670.0,6.1896128266502215,4784,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[304.6886901855469, 393.9768371582031, 261.22381591796875]",0.0,4786,0.0,0.0,0.0,0.0,0.0,0.0,23900652.0,5.489536606966017,4785,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[305.6321105957031, 389.0226135253906, 263.44708251953125]",0.0,4787,0.0,0.0,0.0,0.0,0.0,0.0,27833670.0,6.0325360081724835,4786,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[302.0146789550781, 387.7469482421875, 256.0105285644531]",0.0,4788,0.0,0.0,0.0,0.0,0.0,0.0,27833670.0,6.014699819382805,4787,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[306.3490295410156, 388.6529541015625, 266.32867431640625]",0.0,4789,0.0,0.0,0.0,0.0,0.0,0.0,22690494.0,5.440410602412239,4788,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[304.7608337402344, 393.33111572265625, 261.3826599121094]",0.0,4790,0.0,0.0,0.0,0.0,0.0,0.0,27833670.0,5.445788418081452,4789,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[306.63916015625, 389.46881103515625, 265.4539489746094]",0.0,4791,0.0,0.0,0.0,0.0,0.0,0.0,2420319.5,2.0084574686916135,4790,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[303.9945373535156, 383.29376220703125, 254.04029846191406]",0.0,4792,0.0,0.0,0.0,0.0,0.0,0.0,16639700.0,5.18323017052145,4791,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[303.9997863769531, 383.30230712890625, 254.04188537597656]]",[0.0],[15727],[0.0],[0.0],[0.0],[0.0],[0.0],[11193980.0],[15726],"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",05
"[304.4779357910156, 381.9643249511719, 254.90333557128906]",0.0,4793,0.0,0.0,0.0,0.0,0.0,0.0,27833670.0,6.16188750063879,4792,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[302.4842224121094, 395.4270324707031, 257.6711730957031]",0.0,4794,0.0,0.0,0.0,0.0,0.0,0.0,7260958.5,3.9681108442180446,4793,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[299.6831970214844, 381.5267333984375, 256.0863037109375]",0.0,4795,0.0,0.0,0.0,0.0,0.0,0.0,28136210.0,6.228610752783283,4794,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[304.0828552246094, 386.29736328125, 254.7333221435547]",0.0,4796,0.0,0.0,0.0,0.0,0.0,0.0,27531132.0,6.172859582926549,4795,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[304.3846435546875, 381.05194091796875, 257.5072326660156]",0.0,4797,0.0,0.0,0.0,0.0,0.0,0.0,27833670.0,5.925579457464937,4796,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[297.49615478515625, 391.56494140625, 253.87960815429688]",0.0,4798,0.0,0.0,0.0,0.0,0.0,0.0,1210159.75,3.2155609208863845,4797,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[298.27880859375, 388.3153076171875, 254.4263458251953]",0.0,4799,0.0,0.0,0.0,0.0,0.0,0.0,19362556.0,4.792109374060677,4798,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[298.2723693847656, 388.308837890625, 254.41842651367188]]",[0.0],[15728],[0.0],[0.0],[0.0],[0.0],[0.0],[8168578.0],[15727],"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",05
"[307.0379333496094, 382.8633117675781, 254.96884155273438]",0.0,4800,0.0,0.0,0.0,0.0,0.0,0.0,28136210.0,5.715742648281456,4799,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[306.5649108886719, 383.8415832519531, 258.166015625]",0.0,4801,0.0,0.0,0.0,0.0,0.0,0.0,27531132.0,6.307215927266141,4800,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[303.60211181640625, 392.66522216796875, 258.1759033203125]",0.0,4802,0.0,0.0,0.0,0.0,0.0,0.0,27833670.0,6.053831119790533,4801,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[298.7297058105469, 385.8394775390625, 264.63629150390625]",0.0,4803,0.0,0.0,0.0,0.0,0.0,0.0,27228592.0,5.643033603457506,4802,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[307.64697265625, 384.99835205078125, 256.7807312011719]",0.0,4804,0.0,0.0,0.0,0.0,0.0,0.0,27531132.0,5.913129007743116,4803,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[298.0245361328125, 382.3545837402344, 256.9072570800781]",0.0,4805,0.0,0.0,0.0,0.0,0.0,0.0,27833670.0,5.8033476939293385,4804,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[308.4009094238281, 384.89788818359375, 256.5356750488281]",0.0,4806,0.0,0.0,0.0,0.0,229731.390625,0.33404073119163513,27760862.0,5.9697737332908405,4805,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[303.991943359375, 381.0175476074219, 257.3896179199219]",0.0,4807,0.0,0.0,0.0,0.0,0.0,0.0,8471118.0,5.092762069426478,4806,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[304.7612609863281, 388.07257080078125, 253.84632873535156]",0.0,4808,0.0,0.0,0.0,0.0,0.0,0.0,27531132.0,6.161578490001115,4807,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[302.5823974609375, 382.6683349609375, 260.3931884765625]",0.0,4809,0.0,0.0,0.0,0.0,229731.390625,0.30671533942222595,27760862.0,6.223874699816889,4808,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[304.69268798828125, 391.16888427734375, 253.2481689453125]",0.0,4810,0.0,0.0,0.0,0.0,0.0,0.0,27531132.0,6.071561553394272,4809,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[303.9974060058594, 382.68804931640625, 255.6360321044922]",0.0,4811,0.0,0.0,0.0,0.0,0.0,0.0,26926052.0,6.042028123709491,4810,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[301.5802917480469, 388.3047790527344, 259.7969970703125]",0.0,4812,0.0,0.0,0.0,0.0,229731.390625,0.2947896122932434,27458324.0,6.121985494051766,4811,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[306.05035400390625, 390.36993408203125, 257.7190856933594]",0.0,4813,0.0,0.0,0.0,0.0,0.0,0.0,27833670.0,6.1426360177379955,4812,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[300.4686584472656, 387.9725646972656, 256.9776306152344]",0.0,4814,0.0,0.0,0.0,0.0,0.0,0.0,27833670.0,5.983462512623112,4813,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[296.95458984375, 389.0053405761719, 259.1621398925781]",0.0,4815,0.0,0.0,0.0,0.0,0.0,0.0,26926052.0,5.3504577319352515,4814,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[309.41705322265625, 386.4602355957031, 259.034423828125]",0.0,4816,0.0,0.0,0.0,0.0,229731.390625,0.21506653726100922,27458324.0,5.7098182980812044,4815,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[304.2192077636719, 389.1490478515625, 261.7369079589844]",0.0,4817,0.0,0.0,0.0,0.0,0.0,0.0,26320970.0,5.92210407066728,4816,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[297.05426025390625, 388.5715637207031, 260.07684326171875]",0.0,4818,0.0,0.0,0.0,0.0,229731.390625,0.28053298592567444,27458324.0,6.161314389960935,4817,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[297.9481506347656, 391.7684020996094, 260.5404052734375]",0.0,4819,0.0,0.0,0.0,0.0,229731.390625,0.2120668590068817,27760862.0,5.998557047714573,4818,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[300.95452880859375, 390.11724853515625, 258.4751892089844]",0.0,4820,0.0,0.0,0.0,0.0,229731.390625,0.2825983762741089,27760862.0,5.310031661906064,4819,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[306.570556640625, 382.12451171875, 260.0185241699219]",0.0,4821,0.0,0.0,0.0,0.0,0.0,0.0,27833670.0,5.537603828006588,4820,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[301.26849365234375, 390.209228515625, 260.05059814453125]",0.0,4822,0.0,0.0,0.0,0.0,0.0,0.0,27833670.0,5.764280604546415,4821,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[300.3994140625, 391.2474060058594, 259.6749572753906]",0.0,4823,0.0,0.0,0.0,0.0,229731.390625,0.3778638541698456,27760862.0,6.205439172139572,4822,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[301.47601318359375, 390.69091796875, 253.30694580078125]",0.0,4824,0.0,0.0,0.0,0.0,229731.390625,0.19528761506080627,27760862.0,6.019097251375662,4823,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[307.8905334472656, 387.92333984375, 263.7537841796875]",0.0,4825,0.0,0.0,0.0,0.0,0.0,0.0,27833670.0,6.125622008448443,4824,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[308.6025390625, 384.00384521484375, 259.8625793457031]",0.0,4826,0.0,0.0,0.0,0.0,0.0,0.0,25715892.0,6.101704288558701,4825,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[308.41265869140625, 385.7738342285156, 262.48504638671875]",0.0,4827,0.0,0.0,0.0,0.0,229731.390625,0.15492960810661316,27760862.0,6.0713685471776975,4826,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[303.7695007324219, 390.8548583984375, 253.89694213867188]",0.0,4828,0.0,0.0,0.0,0.0,0.0,0.0,27833670.0,5.808209576808109,4827,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
"[300.5755310058594, 391.9134521484375, 262.7591857910156]",0.0,4829,0.0,0.0,0.0,0.0,229731.390625,0.2683897316455841,27760862.0,6.109051297624955,4828,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[],[],[],[],[],[],[],[],[],[],[],05
