Z_Ji_0,Z_Ji_1,Z_Ji_5,Z_Ji_6
,,,
,,,
,,,
,,,
,,,
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.000126453524802,0.00106899356572,0.00166956336505,0.000462353942737
0.000126632980368,0.00107053808535,0.00167256027841,0.000463250759848
0.000126812503492,0.00107208323215,0.00167555958402,0.000464148434093
0.000126992093979,0.00107362900443,0.00167856127921,0.000465046964827
0.000127171751629,0.0010751754005,0.00168156536133,0.000465946351401
0.000127351476245,0.00107672241866,0.00168457182771,0.000466846593168
0.000127531267631,0.00107827005723,0.0016875806757,0.000467747689478
0.000127711125588,0.0010798183145,0.00169059190264,0.000468649639677
0.000127891049918,0.00108136718879,0.00169360550584,0.000469552443114
0.000128071040425,0.00108291667839,0.00169662148264,0.000470456099134
0.000128251096912,0.00108446678163,0.00169963983036,0.000471360607079
0.000128431219179,0.0010860174968,0.00170266054632,0.000472265966293
0.000128611407031,0.00108756882222,0.00170568362784,0.000473172176116
0.000128791660271,0.00108912075619,0.00170870907222,0.000474079235888
0.0001289719787,0.00109067329701,0.00171173687679,0.000474987144946
0.000129152362121,0.00109222644301,0.00171476703884,0.000475895902626
0.000129332810338,0.00109378019249,0.00171779955568,0.000476805508263
0.000129513323153,0.00109533454375,0.00172083442461,0.00047771596119
0.000129693900369,0.0010968894951,0.00172387164292,0.00047862726074
0.00012987454179,0.00109844504486,0.00172691120791,0.000479539406241
0.000130055247218,0.00110000119134,0.00172995311686,0.000480452397024
0.000130236016456,0.00110155793284,0.00173299736706,0.000481366232416
0.000130416849307,0.00110311526767,0.00173604395579,0.000482280911742
0.000130597745574,0.00110467319414,0.00173909288034,0.000483196434327
0.000130778705062,0.00110623171057,0.00174214413798,0.000484112799494
0.000130959727572,0.00110779081526,0.00174519772598,0.000485030006564
0.000131140812908,0.00110935050653,0.0017482536416,0.000485948054858
0.000131321960873,0.00111091078269,0.00175131188213,0.000486866943694
0.000131503171272,0.00111247164205,0.00175437244481,0.000487786672389
0.000131684443906,0.00111403308291,0.00175743532691,0.000488707240259
0.00013186577858,0.0011155951036,0.00176050052569,0.000489628646618
0.000132047175098,0.00111715770243,0.0017635680384,0.00049055089078
0.000132228633262,0.0011187208777,0.00176663786228,0.000491473972055
0.000132410152876,0.00112028462773,0.00176970999459,0.000492397889754
0.000132591733744,0.00112184895084,0.00177278443256,0.000493322643185
0.00013277337567,0.00112341384533,0.00177586117345,0.000494248231655
0.000132955078458,0.00112497930952,0.00177894021448,0.000495174654471
0.00013313684191,0.00112654534173,0.00178202155289,0.000496101910936
0.000133318665832,0.00112811194027,0.00178510518591,0.000497030000354
0.000133500550027,0.00112967910346,0.00178819111076,0.000497958922026
0.000133682494298,0.0011312468296,0.00179127932469,0.000498888675252
0.000133864498451,0.00113281511702,0.00179436982489,0.000499819259331
0.000134046562289,0.00113438396403,0.0017974626086,0.000500750673561
0.000134228685616,0.00113595336895,0.00180055767303,0.000501682917237
0.000134410868237,0.0011375233301,0.00180365501539,0.000502615989654
0.000134593109955,0.00113909384578,0.00180675463289,0.000503549890105
0.000134775410575,0.00114066491432,0.00180985652274,0.000504484617882
0.000134957769902,0.00114223653403,0.00181296068214,0.000505420172276
0.000135140187739,0.00114380870324,0.00181606710828,0.000506356552575
0.000135322663891,0.00114538142027,0.00181917579838,0.000507293758068
0.000135505198163,0.00114695468342,0.00182228674962,0.000508231788041
0.00013568779036,0.00114852849102,0.00182539995919,0.000509170641779
0.000135870440285,0.00115010284139,0.00182851542428,0.000510110318565
0.000136053147744,0.00115167773284,0.00183163314208,0.000511050817682
0.000136235912542,0.00115325316371,0.00183475310977,0.000511992138411
0.000136418734483,0.0011548291323,0.00183787532453,0.000512934280031
0.000136601613371,0.00115640563695,0.00184099978354,0.000513877241822
0.000136784549013,0.00115798267597,0.00184412648396,0.000514821023059
0.000136967541214,0.00115956024768,0.00184725542298,0.000515765623019
0.000137150589777,0.0011611383504,0.00185038659775,0.000516711040975
0.000137333694509,0.00116271698247,0.00185352000546,0.000517657276202
0.000137516855214,0.00116429614219,0.00185665564324,0.000518604327969
0.000137700071698,0.0011658758279,0.00185979350827,0.000519552195549
0.000137883343766,0.00116745603792,0.00186293359771,0.00052050087821
0.000138066671223,0.00116903677057,0.0018660759087,0.000521450375219
0.000138250053876,0.00117061802418,0.0018692204384,0.000522400685844
0.000138433491529,0.00117219979707,0.00187236718396,0.000523351809349
0.000138616983988,0.00117378208757,0.00187551614252,0.000524303744998
0.000138800531059,0.001175364894,0.00187866731122,0.000525256492053
0.000138984132547,0.00117694821469,0.00188182068721,0.000526210049777
0.000139167788259,0.00117853204797,0.00188497626762,0.000527164417429
0.000139351498,0.00118011639217,0.00188813404959,0.000528119594267
0.000139535261576,0.00118170124561,0.00189129403024,0.000529075579549
0.000139719078793,0.00118328660662,0.00189445620671,0.000530032372532
0.000139902949457,0.00118487247354,0.00189762057613,0.00053098997247
0.000140086873374,0.00118645884468,0.00190078713562,0.000531948378617
0.000140270850351,0.00118804571838,0.00190395588229,0.000532907590224
0.000140454880193,0.00118963309297,0.00190712681327,0.000533867606545
0.000140638962708,0.00119122096678,0.00191029992568,0.000534828426827
0.000140823097701,0.00119280933815,0.00191347521662,0.000535790050319
0.000141007284979,0.00119439820539,0.00191665268321,0.00053675247627
0.000141191524349,0.00119598756686,0.00191983232255,0.000537715703925
0.000141375815617,0.00119757742087,0.00192301413176,0.000538679732529
0.000141560158589,0.00119916776576,0.00192619810793,0.000539644561326
0.000141744553074,0.00120075859987,0.00192938424816,0.000540610189558
0.000141928998877,0.00120234992153,0.00193257254956,0.000541576616465
0.000142113495806,0.00120394172908,0.00193576300921,0.000542543841289
0.000142298043667,0.00120553402084,0.00193895562421,0.000543511863268
0.000142482642268,0.00120712679517,0.00194215039165,0.000544480681639
0.000142667291416,0.00120872005038,0.00194534730862,0.000545450295639
0.000142851990918,0.00121031378482,0.00194854637221,0.000546420704503
0.000143036740581,0.00121190799684,0.00195174757949,0.000547391907464
0.000143221540212,0.00121350268475,0.00195495092754,0.000548363903755
0.00014340638962,0.00121509784691,0.00195815641345,0.000549336692608
0.000143591288612,0.00121669348166,0.00196136403428,0.000550310273253
0.000143776236995,0.00121828958732,0.00196457378712,0.000551284644919
0.000143961234577,0.00121988616225,0.00196778566903,0.000552259806834
0.000144146281167,0.00122148320479,0.00197099967708,0.000553235758225
0.00014433137657,0.00122308071327,0.00197421580833,0.000554212498317
0.000144516520597,0.00122467868603,0.00197743405985,0.000555190026334
0.000144701713054,0.00122627712143,0.00198065442871,0.0005561683415
0.000144886953751,0.0012278760178,0.00198387691195,0.000557147443037
0.000145072242494,0.00122947537348,0.00198710150663,0.000558127330166
0.000145257579092,0.00123107518683,0.00199032820982,0.000559108002106
0.000145442963354,0.00123267545618,0.00199355701855,0.000560089458075
0.000145628395089,0.00123427617989,0.00199678792988,0.000561071697292
0.000145813874103,0.00123587735629,0.00200002094086,0.000562054718972
0.000145999400208,0.00123747898374,0.00200325604853,0.00056303852233
0.00014618497321,0.00123908106057,0.00200649324993,0.000564023106581
0.000146370592918,0.00124068358515,0.0020097325421,0.000565008470937
0.000146556259143,0.00124228655582,0.00201297392209,0.00056599461461
0.000146741971691,0.00124388997092,0.00201621738692,0.00056698153681
0.000146927730374,0.00124549382881,0.00201946293362,0.000567969236746
0.000147113534998,0.00124709812784,0.00202271055924,0.000568957713628
0.000147299385375,0.00124870286635,0.0020259602608,0.000569946966662
0.000147485281313,0.00125030804271,0.00202921203532,0.000570936995053
0.000147671222621,0.00125191365526,0.00203246587983,0.000571927798008
0.00014785720911,0.00125351970235,0.00203572179136,0.000572919374729
0.000148043240588,0.00125512618235,0.00203897976692,0.00057391172442
0.000148229316865,0.00125673309359,0.00204223980352,0.000574904846282
0.000148415437751,0.00125834043445,0.0020455018982,0.000575898739515
0.000148601603055,0.00125994820327,0.00204876604795,0.000576893403319
0.000148787812589,0.00126155639841,0.00205203224979,0.000577888836893
0.00014897406616,0.00126316501822,0.00205530050074,0.000578885039433
0.000149160363581,0.00126477406107,0.00205857079779,0.000579882010135
0.00014934670466,0.00126638352531,0.00206184313795,0.000580879748195
0.000149533089209,0.00126799340931,0.00206511751824,0.000581878252806
0.000149719517037,0.00126960371141,0.00206839393563,0.000582877523161
0.000149905987955,0.00127121442999,0.00207167238715,0.000583877558453
0.000150092501774,0.00127282556339,0.00207495286978,0.000584878357872
0.000150279058304,0.00127443710999,0.00207823538052,0.000585879920607
0.000150465657355,0.00127604906815,0.00208151991635,0.000586882245847
0.00015065229874,0.00127766143623,0.00208480647428,0.00058788533278
0.000150838982268,0.00127927421258,0.0020880950513,0.000588889180593
0.00015102570775,0.00128088739559,0.00209138564438,0.00058989378847
0.000151212474999,0.00128250098361,0.00209467825051,0.000590899155596
0.000151399283824,0.001284114975,0.00209797286668,0.000591905281154
0.000151586134038,0.00128572936814,0.00210126948986,0.000592912164328
0.000151773025451,0.00128734416139,0.00210456811705,0.000593919804297
0.000151959957875,0.00128895935312,0.0021078687452,0.000594928200243
0.000152146931122,0.0012905749417,0.00211117137131,0.000595937351345
0.000152333945004,0.00129219092549,0.00211447599233,0.00059694725678
0.000152520999332,0.00129380730288,0.00211778260525,0.000597957915726
0.000152708093917,0.00129542407222,0.00212109120704,0.000598969327359
0.000152895228573,0.00129704123189,0.00212440179465,0.000599981490855
0.000153082403111,0.00129865878026,0.00212771436506,0.000600994405387
0.000153269617343,0.00130027671571,0.00213102891523,0.000602008070129
0.000153456871082,0.0013018950366,0.00213434544213,0.000603022484252
0.000153644164139,0.00130351374132,0.00213766394271,0.000604037646929
0.000153831496328,0.00130513282824,0.00214098441393,0.000605053557328
0.000154018867461,0.00130675229574,0.00214430685274,0.00060607021462
0.000154206277351,0.00130837214218,0.00214763125611,0.000607087617972
0.00015439372581,0.00130999236596,0.00215095762099,0.000608105766551
0.000154581212651,0.00131161296544,0.00215428594433,0.000609124659524
0.000154768737687,0.00131323393901,0.00215761622307,0.000610144296056
0.000154956300732,0.00131485528504,0.00216094845417,0.000611164675311
0.000155143901598,0.00131647700192,0.00216428263457,0.000612185796453
0.0001553315401,0.00131809908803,0.00216761876121,0.000613207658643
0.000155519216049,0.00131972154175,0.00217095683105,0.000614230261044
0.000155706929259,0.00132134436146,0.00217429684101,0.000615253602814
0.000155894679546,0.00132296754555,0.00217763878804,0.000616277683115
0.00015608246672,0.00132459109241,0.00218098266908,0.000617302501104
0.000156270290598,0.0013262150004,0.00218432848106,0.000618328055939
0.000156458150992,0.00132783926794,0.00218767622091,0.000619354346776
0.000156646047717,0.00132946389339,0.00219102588557,0.000620381372772
0.000156833980587,0.00133108887515,0.00219437747198,0.00062140913308
0.000157021949415,0.0013327142116,0.00219773097705,0.000622437626855
0.000157209954017,0.00133433990114,0.00220108639771,0.000623466853248
0.000157397994207,0.00133596594216,0.0022044437309,0.000624496811414
0.000157586069798,0.00133759233305,0.00220780297354,0.000625527500501
0.000157774180607,0.00133921907219,0.00221116412255,0.000626558919661
0.000157962326447,0.00134084615798,0.00221452717484,0.000627591068042
0.000158150507133,0.00134247358882,0.00221789212735,0.000628623944792
0.000158338722481,0.00134410136309,0.00222125897699,0.000629657549059
0.000158526972306,0.0013457294792,0.00222462772067,0.00063069187999
0.000158715256422,0.00134735793554,0.00222799835531,0.00063172693673
0.000158903574645,0.00134898673051,0.00223137087782,0.000632762718422
0.000159091926791,0.0013506158625,0.00223474528512,0.000633799224212
0.000159280312674,0.00135224532991,0.00223812157412,0.000634836453242
0.000159468732111,0.00135387513114,0.00224149974172,0.000635874404653
0.000159657184917,0.00135550526459,0.00224487978484,0.000636913077587
0.000159845670908,0.00135713572867,0.00224826170037,0.000637952471185
0.0001600341899,0.00135876652177,0.00225164548523,0.000638992584584
0.000160222741709,0.0013603976423,0.00225503113631,0.000640033416924
0.000160411326151,0.00136202908866,0.00225841865052,0.000641074967342
0.000160599943043,0.00136366085925,0.00226180802476,0.000642117234974
0.0001607885922,0.00136529295248,0.00226519925593,0.000643160218957
0.00016097727344,0.00136692536676,0.00226859234092,0.000644203918426
0.000161165986579,0.00136855810049,0.00227198727663,0.000645248332513
0.000161354731434,0.00137019115209,0.00227538405996,0.000646293460354
0.000161543507821,0.00137182451995,0.00227878268779,0.000647339301079
0.000161732315558,0.00137345820249,0.00228218315703,0.000648385853821
0.000161921154462,0.00137509219812,0.00228558546455,0.00064943311771
0.000162110024349,0.00137672650526,0.00228898960726,0.000650481091876
0.000162298925037,0.0013783611223,0.00229239558203,0.000651529775448
0.000162487856344,0.00137999604768,0.00229580338576,0.000652579167554
0.000162676818086,0.00138163127979,0.00229921301533,0.000653629267321
0.000162865810083,0.00138326681706,0.00230262446762,0.000654680073876
0.00016305483215,0.0013849026579,0.00230603773951,0.000655731586344
0.000163243884107,0.00138653880072,0.0023094528279,0.000656783803851
0.000163432965772,0.00138817524396,0.00231286972965,0.00065783672552
0.000163622076961,0.00138981198601,0.00231628844164,0.000658890350474
0.000163811217495,0.00139144902531,0.00231970896076,0.000659944677837
0.00016400038719,0.00139308636028,0.00232313128388,0.000660999706728
0.000164189585865,0.00139472398933,0.00232655540787,0.00066205543627
0.00016437881334,0.00139636191088,0.00232998132961,0.000663111865582
0.000164568069432,0.00139800012337,0.00233340904597,0.000664168993783
0.00016475735396,0.00139963862521,0.00233683855383,0.000665226819992
0.000164946666744,0.00140127741483,0.00234026985004,0.000666285343326
0.000165136007603,0.00140291649066,0.00234370293149,0.000667344562903
0.000165325376355,0.00140455585112,0.00234713779504,0.000668404477837
0.00016551477282,0.00140619549464,0.00235057443755,0.000669465087245
0.000165704196817,0.00140783541964,0.00235401285589,0.000670526390241
0.000165893648166,0.00140947562457,0.00235745304693,0.000671588385938
0.000166083126686,0.00141111610784,0.00236089500752,0.000672651073449
0.000166272632198,0.00141275686789,0.00236433873454,0.000673714451887
0.000166462164521,0.00141439790316,0.00236778422484,0.000674778520363
0.000166651723474,0.00141603921207,0.00237123147527,0.000675843277987
0.000166841308879,0.00141768079306,0.00237468048271,0.000676908723869
0.000167030920556,0.00141932264457,0.00237813124401,0.00067797485712
0.000167220558324,0.00142096476503,0.00238158375602,0.000679041676845
0.000167410222005,0.00142260715288,0.0023850380156,0.000680109182155
0.000167599911419,0.00142424980655,0.0023884940196,0.000681177372154
0.000167789626386,0.00142589272449,0.00239195176488,0.000682246245951
0.000167979366728,0.00142753590514,0.0023954112483,0.000683315802648
0.000168169132265,0.00142917934694,0.00239887246669,0.000684386041353
0.000168358922819,0.00143082304832,0.00240233541691,0.000685456961167
0.000168548738211,0.00143246700774,0.00240580009582,0.000686528561196
0.000168738578262,0.00143411122363,0.00240926650025,0.00068760084054
0.000168928442793,0.00143575569445,0.00241273462706,0.000688673798302
0.000169118331627,0.00143740041863,0.00241620447309,0.000689747433583
0.000169308244585,0.00143904539462,0.00241967603519,0.000690821745483
0.000169498181489,0.00144069062088,0.00242314931021,0.000691896733101
0.00016968814216,0.00144233609585,0.00242662429498,0.000692972395538
0.000169878126422,0.00144398181798,0.00243010098634,0.00069404873189
0.000170068134095,0.00144562778573,0.00243357938115,0.000695125741255
0.000170258165004,0.00144727399753,0.00243705947624,0.000696203422731
0.000170448218969,0.00144892045186,0.00244054126845,0.000697281775413
0.000170638295813,0.00145056714715,0.00244402475462,0.000698360798396
0.00017082839536,0.00145221408187,0.00244750993158,0.000699440490776
0.000171018517432,0.00145386125447,0.00245099679618,0.000700520851646
0.000171208661852,0.00145550866341,0.00245448534525,0.000701601880099
0.000171398828444,0.00145715630714,0.00245797557563,0.00070268357523
0.00017158901703,0.00145880418413,0.00246146748415,0.000703765936128
0.000171779227434,0.00146045229283,0.00246496106764,0.000704848961886
0.000171969459479,0.00146210063171,0.00246845632294,0.000705932651595
0.000172159712989,0.00146374919923,0.00247195324687,0.000707017004344
0.000172349987788,0.00146539799385,0.00247545183628,0.000708102019223
0.000172540283699,0.00146704701403,0.00247895208799,0.00070918769532
0.000172730600547,0.00146869625825,0.00248245399882,0.000710274031723
0.000172920938156,0.00147034572496,0.00248595756562,0.00071136102752
0.00017311129635,0.00147199541263,0.0024894627852,0.000712448681798
0.000173301674953,0.00147364531973,0.0024929696544,0.000713536993642
0.00017349207379,0.00147529544474,0.00249647817004,0.000714625962138
0.000173682492686,0.00147694578611,0.00249998832894,0.000715715586371
0.000173872931465,0.00147859634233,0.00250350012793,0.000716805865425
0.000174063389952,0.00148024711186,0.00250701356385,0.000717896798383
0.000174253867973,0.00148189809317,0.00251052863349,0.000718988384329
0.000174444365352,0.00148354928475,0.00251404533371,0.000720080622344
0.000174634881915,0.00148520068507,0.0025175636613,0.000721173511511
0.000174825417487,0.0014868522926,0.0025210836131,0.000722267050909
0.000175015971894,0.00148850410582,0.00252460518593,0.000723361239621
0.000175206544962,0.00149015612321,0.0025281283766,0.000724456076724
0.000175397136516,0.00149180834325,0.00253165318194,0.0007255515613
0.000175587746383,0.00149346076442,0.00253517959876,0.000726647692425
0.000175778374388,0.0014951133852,0.00253870762389,0.000727744469179
0.000175969020357,0.00149676620407,0.00254223725413,0.000728841890638
0.000176159684118,0.00149841921953,0.00254576848631,0.000729939955879
0.000176350365496,0.00150007243004,0.00254930131725,0.000731038663979
0.000176541064319,0.00150172583411,0.00255283574375,0.000732138014013
0.000176731780412,0.00150337943021,0.00255637176264,0.000733238005056
0.000176922513604,0.00150503321684,0.00255990937072,0.000734338636183
0.00017711326372,0.00150668719248,0.00256344856482,0.000735439906466
0.000177304030588,0.00150834135563,0.00256698934174,0.00073654181498
0.000177494814036,0.00150999570477,0.00257053169829,0.000737644360797
0.000177685613891,0.0015116502384,0.0025740756313,0.00073874754299
0.00017787642998,0.00151330495501,0.00257762113757,0.000739851360629
0.000178067262131,0.0015149598531,0.00258116821391,0.000740955812786
0.000178258110172,0.00151661493115,0.00258471685714,0.000742060898531
0.000178448973931,0.00151827018768,0.00258826706406,0.000743166616934
0.000178639853237,0.00151992562118,0.00259181883147,0.000744272967064
0.000178830747916,0.00152158123014,0.0025953721562,0.000745379947991
0.000179021657799,0.00152323701306,0.00259892703505,0.000746487558781
0.000179212582712,0.00152489296845,0.00260248346483,0.000747595798503
0.000179403522486,0.00152654909482,0.00260604144235,0.000748704666224
0.000179594476948,0.00152820539065,0.0026096009644,0.00074981416101
0.000179785445928,0.00152986185446,0.0026131620278,0.000750924281928
0.000179976429254,0.00153151848476,0.00261672462936,0.000752035028043
0.000180167426757,0.00153317528004,0.00262028876588,0.000753146398419
0.000180358438265,0.00153483223882,0.00262385443416,0.000754258392121
0.000180549463608,0.00153648935961,0.00262742163102,0.000755371008214
0.000180740502615,0.00153814664091,0.00263099035325,0.00075648424576
0.000180931555116,0.00153980408124,0.00263456059766,0.000757598103822
0.000181122620942,0.00154146167911,0.00263813236105,0.000758712581462
0.000181313699921,0.00154311943304,0.00264170564023,0.000759827677743
0.000181504791885,0.00154477734153,0.00264528043199,0.000760943391726
0.000181695896664,0.00154643540311,0.00264885673315,0.000762059722471
0.000181887014088,0.00154809361628,0.0026524345405,0.000763176669039
0.000182078143987,0.00154975197957,0.00265601385084,0.000764294230489
0.000182269286193,0.0015514104915,0.00265959466098,0.000765412405881
0.000182460440536,0.00155306915059,0.00266317696772,0.000766531194273
0.000182651606848,0.00155472795536,0.00266676076785,0.000767650594724
0.000182842784959,0.00155638690432,0.00267034605819,0.000768770606292
0.0001830339747,0.00155804599602,0.00267393283552,0.000769891228033
0.000183225175905,0.00155970522896,0.00267752109665,0.000771012459006
0.000183416388402,0.00156136460167,0.00268111083838,0.000772134298265
0.000183607612026,0.00156302411269,0.0026847020575,0.000773256744867
0.000183798846607,0.00156468376053,0.00268829475083,0.000774379797868
0.000183990091977,0.00156634354374,0.00269188891514,0.000775503456322
0.000184181347969,0.00156800346084,0.00269548454725,0.000776627719283
0.000184372614415,0.00156966351035,0.00269908164395,0.000777752585806
0.000184563891146,0.00157132369083,0.00270268020204,0.000778878054945
0.000184755177997,0.00157298400079,0.00270628021831,0.000780004125752
0.0001849464748,0.00157464443877,0.00270988168957,0.000781130797279
0.000185137781386,0.00157630500331,0.00271348461261,0.00078225806858
0.000185329097591,0.00157796569295,0.00271708898423,0.000783385938705
0.000185520423245,0.00157962650622,0.00272069480122,0.000784514406706
0.000185711758184,0.00158128744166,0.00272430206039,0.000785643471634
0.00018590310224,0.00158294849783,0.00272791075852,0.000786773132539
0.000186094455247,0.00158460967324,0.00273152089242,0.000787903388472
0.000186285817038,0.00158627096646,0.00273513245888,0.00078903423848
0.000186477187448,0.00158793237603,0.00273874545469,0.000790165681615
0.00018666856631,0.00158959390048,0.00274235987666,0.000791297716923
0.000186859953458,0.00159125553837,0.00274597572157,0.000792430343455
0.000187051348728,0.00159291728825,0.00274959298622,0.000793563560256
0.000187242751953,0.00159457914865,0.00275321166742,0.000794697366375
0.000187434162967,0.00159624111815,0.00275683176195,0.000795831760858
0.000187625581607,0.00159790319527,0.00276045326661,0.000796966742753
0.000187817007705,0.00159956537859,0.00276407617819,0.000798102311104
0.000188008441098,0.00160122766664,0.00276770049349,0.000799238464959
0.000188199881621,0.00160289005799,0.0027713262093,0.000800375203361
0.000188391329109,0.0016045525512,0.00277495332242,0.000801512525357
0.000188582783397,0.00160621514481,0.00277858182965,0.00080265042999
0.000188774244321,0.00160787783739,0.00278221172777,0.000803788916305
0.000188965711717,0.0016095406275,0.00278584301358,0.000804927983345
0.00018915718542,0.00161120351369,0.00278947568388,0.000806067630153
0.000189348665267,0.00161286649454,0.00279310973546,0.000807207855773
0.000189540151094,0.0016145295686,0.00279674516512,0.000808348659247
0.000189731642736,0.00161619273443,0.00280038196965,0.000809490039617
0.000189923140032,0.00161785599061,0.00280402014584,0.000810631995925
0.000190114642816,0.0016195193357,0.00280765969049,0.000811774527213
0.000190306150927,0.00162118276827,0.00281130060039,0.00081291763252
0.0001904976642,0.00162284628688,0.00281494287234,0.000814061310889
0.000190689182474,0.00162450989012,0.00281858650313,0.000815205561359
0.000190880705584,0.00162617357654,0.00282223148956,0.00081635038297
0.000191072233369,0.00162783734472,0.00282587782842,0.000817495774761
0.000191263765666,0.00162950119324,0.0028295255165,0.000818641735773
0.000191455302313,0.00163116512067,0.00283317455061,0.000819788265043
0.000191646843147,0.00163282912558,0.00283682492753,0.00082093536161
0.000191838388006,0.00163449320657,0.00284047664405,0.000822083024512
0.000192029936729,0.00163615736219,0.00284412969699,0.000823231252787
0.000192221489154,0.00163782159104,0.00284778408312,0.000824380045473
0.000192413045118,0.00163948589169,0.00285143979924,0.000825529401606
0.000192604604461,0.00164115026273,0.00285509684215,0.000826679320223
0.000192796167022,0.00164281470275,0.00285875520865,0.00082782980036
0.000192987732638,0.00164447921031,0.00286241489552,0.000828980841055
0.00019317930115,0.00164614378403,0.00286607589957,0.000830132441341
0.000193370872396,0.00164780842246,0.00286973821759,0.000831284600255
0.000193562446216,0.00164947312422,0.00287340184637,0.000832437316832
0.000193754022448,0.00165113788789,0.00287706678272,0.000833590590107
0.000193945600933,0.00165280271205,0.00288073302342,0.000834744419113
0.000194137181511,0.00165446759531,0.00288440056527,0.000835898802886
0.00019432876402,0.00165613253624,0.00288806940507,0.000837053740458
0.000194520348302,0.00165779753346,0.00289173953962,0.000838209230864
0.000194711934195,0.00165946258556,0.00289541096571,0.000839365273136
0.000194903521542,0.00166112769112,0.00289908368014,0.000840521866307
0.000195095110182,0.00166279284876,0.00290275767971,0.00084167900941
0.000195286699955,0.00166445805706,0.0029064329612,0.000842836701477
0.000195478290703,0.00166612331464,0.00291010952143,0.00084399494154
0.000195669882267,0.00166778862009,0.00291378735718,0.000845153728631
0.000195861474487,0.00166945397202,0.00291746646526,0.00084631306178
0.000196053067205,0.00167111936902,0.00292114684247,0.00084747294002
0.000196244660262,0.00167278480972,0.00292482848559,0.000848633362381
0.0001964362535,0.0016744502927,0.00292851139144,0.000849794327893
0.00019662784676,0.00167611581659,0.0029321955568,0.000850955835586
0.000196819439885,0.00167778137999,0.00293588097848,0.000852117884491
0.000197011032715,0.00167944698152,0.00293956765328,0.000853280473638
0.000197202625094,0.00168111261978,0.00294325557799,0.000854443602054
0.000197394216864,0.00168277829338,0.00294694474942,0.00085560726877
0.000197585807867,0.00168444400095,0.00295063516437,0.000856771472815
0.000197777397946,0.0016861097411,0.00295432681963,0.000857936213216
0.000197968986942,0.00168777551244,0.00295801971201,0.000859101489003
0.000198160574701,0.00168944131359,0.00296171383831,0.000860267299203
0.000198352161063,0.00169110714318,0.00296540919533,0.000861433642845
0.000198543745874,0.00169277299982,0.00296910577987,0.000862600518955
0.000198735328975,0.00169443888213,0.00297280358873,0.00086376792656
0.000198926910211,0.00169610478875,0.00297650261872,0.000864935864689
0.000199118489425,0.00169777071829,0.00298020286664,0.000866104332367
0.00019931006646,0.00169943666938,0.00298390432929,0.000867273328622
0.000199501641162,0.00170110264064,0.00298760700347,0.000868442852479
0.000199693213374,0.00170276863071,0.00299131088599,0.000869612902964
0.00019988478294,0.00170443463821,0.00299501597366,0.000870783479104
0.000200076349704,0.00170610066178,0.00299872226327,0.000871954579924
0.000200267913512,0.00170776670005,0.00300242975163,0.000873126204449
0.000200459474209,0.00170943275165,0.00300613843556,0.000874298351704
0.000200651031638,0.00171109881521,0.00300984831184,0.000875471020715
0.000200842585645,0.00171276488937,0.00301355937729,0.000876644210505
0.000201034136075,0.00171443097278,0.00301727162872,0.0008778179201
0.000201225682774,0.00171609706406,0.00302098506293,0.000878992148523
0.000201417225586,0.00171776316186,0.00302469967674,0.000880166894799
0.000201608764359,0.00171942926481,0.00302841546694,0.000881342157951
0.000201800298937,0.00172109537157,0.00303213243034,0.000882517937003
0.000201991829166,0.00172276148077,0.00303585056376,0.000883694230979
0.000202183354893,0.00172442759105,0.00303956986401,0.0008848710389
0.000202374875964,0.00172609370108,0.00304329032789,0.000886048359792
0.000202566392225,0.00172775980948,0.00304701195221,0.000887226192675
0.000202757903524,0.00172942591492,0.00305073473378,0.000888404536573
0.000202949409705,0.00173109201604,0.00305445866943,0.000889583390508
0.000203140910617,0.00173275811149,0.00305818375595,0.000890762753503
0.000203332406107,0.00173442419992,0.00306190999015,0.000891942624578
0.000203523896022,0.00173609028,0.00306563736886,0.000893123002757
0.000203715380209,0.00173775635036,0.00306936588889,0.00089430388706
0.000203906858515,0.00173942240968,0.00307309554704,0.00089548527651
0.000204098330789,0.00174108845661,0.00307682634014,0.000896667170126
0.000204289796878,0.0017427544898,0.00308055826499,0.000897849566931
0.00020448125663,0.00174442050792,0.00308429131842,0.000899032465946
0.000204672709893,0.00174608650963,0.00308802549723,0.00090021586619
0.000204864156516,0.00174775249359,0.00309176079825,0.000901399766685
0.000205055596347,0.00174941845846,0.00309549721829,0.00090258416645
0.000205247029235,0.00175108440292,0.00309923475417,0.000903769064507
0.000205438455028,0.00175275032562,0.00310297340271,0.000904954459875
0.000205629873575,0.00175441622524,0.00310671316072,0.000906140351574
0.000205821284726,0.00175608210045,0.00311045402503,0.000907326738624
0.000206012688329,0.00175774794991,0.00311419599245,0.000908513620044
0.000206204084235,0.0017594137723,0.00311793905981,0.000909700994854
0.000206395472292,0.00176107956629,0.00312168322392,0.000910888862073
0.00020658685235,0.00176274533056,0.00312542848161,0.00091207722072
0.00020677822426,0.00176441106377,0.0031291748297,0.000913266069815
